R Z Er Ez Bphi
0.003 -0.205 -0.020627675685989246 -0.8318506505121814 -1.1340858386587736e-10
0.003 -0.204 -0.021754057502653325 -0.8177433010959133 -1.1148295019910517e-10
0.003 -0.203 -0.022776214269530273 -0.8029562230940768 -1.0946440658109575e-10
0.003 -0.202 -0.023959478636249806 -0.7873940160034344 -1.0734096463104424e-10
0.003 -0.201 -0.02503082628760867 -0.7710864924812477 -1.0511562144415186e-10
0.003 -0.200 -0.026266859057681526 -0.7540038398702554 -1.0278463065141712e-10
0.003 -0.199 -0.027389007477014445 -0.7361043204502904 -1.0034349661003821e-10
0.003 -0.198 -0.028666897217882827 -0.7174296719415195 -9.779671496281694e-11
0.003 -0.197 -0.029978117509569864 -0.6978964189036098 -9.51315480551482e-11
0.003 -0.196 -0.031151305198134922 -0.6775522615881798 -9.235923499403649e-11
0.003 -0.195 -0.032493292152116104 -0.6563494997436111 -8.946703812487669e-11
0.003 -0.194 -0.03370124139904838 -0.6342702457755465 -8.645945309047064e-11
0.003 -0.193 -0.0350488927579093 -0.6113562374041523 -8.3335730617018e-11
0.003 -0.192 -0.03629160356320879 -0.587532346733129 -8.009062578791671e-11
0.003 -0.191 -0.0376186841885591 -0.5628802604433738 -7.673238061497003e-11
0.003 -0.190 -0.03898863541505181 -0.5373379682077822 -7.325185395781432e-11
0.003 -0.189 -0.04016456586808495 -0.5109305126584542 -6.965878637585349e-11
0.003 -0.188 -0.0414765612888608 -0.4836984390092658 -6.594950642746607e-11
0.003 -0.187 -0.04263150363118165 -0.4555976245274693 -6.212633686143295e-11
0.003 -0.186 -0.04384625016396962 -0.4267252584757385 -5.819707012527729e-11
0.003 -0.185 -0.0450397700847872 -0.39708134085407304 -5.415676101191711e-11
0.003 -0.184 -0.04612459305722837 -0.36674040330562746 -5.001252762245526e-11
0.003 -0.183 -0.047120514685714966 -0.33570781210870887 -4.5780029779318003e-11
0.003 -0.182 -0.048139093933720505 -0.30401576493316 -4.1449077358821276e-11
0.003 -0.181 -0.04886908665943213 -0.27167141681672374 -3.703877684287272e-11
0.003 -0.180 -0.04982124330705845 -0.2388214460331278 -3.2551750689773404e-11
0.003 -0.179 -0.05042703650261756 -0.20539668721752505 -2.799361845302557e-11
0.003 -0.178 -0.05112650106729313 -0.17158615261695506 -2.3381163865755954e-11
0.003 -0.177 -0.05159068414085885 -0.13734333448608943 -1.8710940268483174e-11
0.003 -0.176 -0.052000250426321 -0.10283697246502976 -1.4007598769237113e-11
0.003 -0.175 -0.05231197157065004 -0.06805871900974278 -9.264545758575125e-12
0.003 -0.174 -0.052409697461154106 -0.033152151877601156 -4.508845006164068e-12
0.003 -0.173 -0.052559058874035565 0.0018516164422767332 2.640208597380736e-13
0.003 -0.172 -0.052334867691427076 0.03683926207710746 5.032325146743985e-12
0.003 -0.171 -0.0523197228615381 0.07175668101649237 9.79106045804626e-12
0.003 -0.170 -0.051909619948245236 0.10650989183967946 1.4530292172326714e-11
0.003 -0.169 -0.05160404021131211 0.1410174463670296 1.9232359906112267e-11
0.003 -0.168 -0.051045291388912076 0.17523224060006914 2.3899736262943904e-11
0.003 -0.167 -0.05044325458816796 0.20902906137829877 2.85073954978916e-11
0.003 -0.166 -0.04975207794221115 0.2424180450051874 3.3062830348958354e-11
0.003 -0.165 -0.04888178685142564 0.2752376068783763 3.754206405453454e-11
0.003 -0.164 -0.04807851461416459 0.30755094983126036 4.1950266603842254e-11
0.003 -0.163 -0.04698599997614988 0.33917323538881666 4.627132861017502e-11
0.003 -0.162 -0.046086552106562366 0.37019509402912104 5.0502552687851764e-11
0.003 -0.161 -0.04492266596706298 0.40045792241554073 5.463981783097082e-11
0.003 -0.160 -0.043829376199959455 0.4299968994836448 5.86696371111268e-11
0.003 -0.159 -0.04263138438055261 0.4587673062475404 6.260025254012299e-11
0.003 -0.158 -0.04136476382412917 0.4867780865044063 6.6418177189554e-11
0.003 -0.157 -0.040076380027904646 0.5139660374208475 7.011854077971786e-11
0.003 -0.156 -0.038874393312424725 0.5403424878066232 7.370681300935677e-11
0.003 -0.155 -0.037524893568813576 0.5658239622214006 7.717819852614882e-11
0.003 -0.154 -0.03632064109138176 0.590463527195106 8.052970023489279e-11
0.003 -0.153 -0.03494711234601763 0.6142182525012819 8.376806159979139e-11
0.003 -0.152 -0.0336121015538357 0.6370905231525096 8.68827927876404e-11
0.003 -0.151 -0.032387278342893254 0.6591340019318602 8.988588217924466e-11
0.003 -0.150 -0.031056381697413454 0.6802831009933578 9.276833848900054e-11
0.003 -0.149 -0.02987550234327486 0.7006153332458829 9.553615590731045e-11
0.003 -0.148 -0.028570244583040177 0.7200889609692691 9.819233152937559e-11
0.003 -0.147 -0.027434203465423284 0.7387337968207782 1.0073162043859385e-10
0.003 -0.146 -0.026170087172209835 0.7565856159891243 1.0316750956337065e-10
0.003 -0.145 -0.024940493936105514 0.7736086432855933 1.0548950907050179e-10
0.003 -0.144 -0.02386634389496405 0.7899102042763275 1.0771035661459235e-10
0.003 -0.143 -0.022685047163623788 0.8054068235209941 1.0982555655284056e-10
0.003 -0.142 -0.021665633161214927 0.8201879389913782 1.118403538018485e-10
0.003 -0.141 -0.020539847597696077 0.8342356630931228 1.1375774545681737e-10
0.003 -0.140 -0.01956926672788199 0.8475678834205851 1.1557548369634632e-10
0.003 -0.139 -0.018501019592878355 0.8602442252882884 1.1730555690124008e-10
0.003 -0.138 -0.017455131950821042 0.8722050633817093 1.189389737858951e-10
0.003 -0.137 -0.016566118511275145 0.8835696483298949 1.2048772273111613e-10
0.003 -0.136 -0.015574549530748777 0.8942604672239646 1.2194805736790175e-10
0.003 -0.135 -0.014728287441716255 0.9043490704413466 1.2332447333905367e-10
0.003 -0.134 -0.01378710185196227 0.9138414205134933 1.246199677397732e-10
0.003 -0.133 -0.012981623478063847 0.9227196298460475 1.2583229274865935e-10
0.003 -0.132 -0.012088078514614164 0.9310731364107946 1.2697118892511605e-10
0.003 -0.131 -0.011208724376021084 0.9388125022359493 1.280299128049406e-10
0.003 -0.130 -0.010465733331743325 0.946062940482011 1.2901745567373661e-10
0.003 -0.129 -0.009626208903251963 0.9527409757086469 1.2993007116250258e-10
0.003 -0.128 -0.008912016885889074 0.9589121957618326 1.307722549140403e-10
0.003 -0.127 -0.00810802914485374 0.9645766006415684 1.3154550547595035e-10
0.003 -0.126 -0.00741834313176002 0.9697163027534971 1.322475750268319e-10
0.003 -0.125 -0.006643035167010506 0.9744028524750468 1.328867055784882e-10
0.003 -0.124 -0.005875281729611124 0.9785587368973372 1.3345540439291623e-10
0.003 -0.123 -0.0052232848778277306 0.982285319055058 1.3396191348191936e-10
0.003 -0.122 -0.004477676282242388 0.9855110485707812 1.344032357502963e-10
0.003 -0.121 -0.003838647936367864 0.9882776631646732 1.3478012047184744e-10
0.003 -0.120 -0.0031088817868514256 0.9905911253681863 1.3509631401557424e-10
0.003 -0.119 -0.0024808185363177793 0.9924216225240589 1.3534657146487462e-10
0.003 -0.118 -0.0017611588776130793 0.9938466675411712 1.3553988410535212e-10
0.003 -0.117 -0.0010438842314893211 0.9947708599162861 1.3566726065140318e-10
0.003 -0.116 -0.0004256514065611696 0.9952896001526408 1.3573619384103085e-10
0.003 -0.115 0.00028896633554742 0.9953313378728073 1.3574293730523355e-10
0.003 -0.114 0.0009069725842803822 0.994937810796952 1.3568824031781162e-10
0.003 -0.113 0.001623817928139571 0.9941030563936225 1.3557285215256534e-10
0.003 -0.112 0.0022453641317957953 0.9927853369426524 1.3539452498809383e-10
0.003 -0.111 0.002970062129577734 0.9910621653529222 1.3515700519339857e-10
0.003 -0.110 0.0036974492290446827 0.9888381411211944 1.348542985780772e-10
0.003 -0.109 0.004336250998724018 0.9861967396878019 1.3449239933253207e-10
0.003 -0.108 0.005079158567561444 0.983060448143864 1.3406456399256052e-10
0.003 -0.107 0.005731811297804596 0.9794710042095472 1.335730403795634e-10
0.003 -0.106 0.006495581764193806 0.9754045577590422 1.3301782849354079e-10
0.003 -0.105 0.0071649355450350005 0.9708312961350871 1.323936834178905e-10
0.003 -0.104 0.007955447964988016 0.9658168071836579 1.3170659934301496e-10
0.003 -0.103 0.008754367554288848 0.9602478028071598 1.309475849833106e-10
0.003 -0.102 0.009468917323538882 0.9542196835088305 1.3012263452917977e-10
0.003 -0.101 0.010302240719319795 0.9476430113168847 1.2922425524261952e-10
0.003 -0.100 0.01104397963199256 0.9405416363571318 1.2825469494503075e-10
0.003 -0.099 0.011917430864447808 0.9329095960981194 1.272117058150125e-10
0.003 -0.098 0.012691605948221376 0.9246872652253241 1.2609004293596268e-10
0.003 -0.097 0.013609418414682136 0.9159521566476263 1.2489495122448347e-10
0.003 -0.096 0.014542196835088306 0.9065790572045268 1.2361594084737058e-10
0.003 -0.095 0.015386908665943215 0.8966574048678106 1.2225975526882671e-10
0.003 -0.094 0.01637144185935581 0.8860917991342404 1.2081665392944803e-10
0.003 -0.093 0.01725812991163528 0.8748941650667207 1.192888846506354e-10
0.003 -0.092 0.018297160642522386 0.8630704651967039 1.176734503371876e-10
0.003 -0.091 0.01923065456670284 0.8505431866153094 1.1596435679870226e-10
0.003 -0.090 0.020324540586951597 0.8373898422314178 1.1416684895178143e-10
0.003 -0.089 0.021444661745590708 0.8234852188845296 1.1226968768942067e-10
0.003 -0.088 0.022458530593748884 0.8089008669520732 1.1027886720202234e-10
0.003 -0.087 0.02363463992272559 0.7935592735251679 1.0818464693018254e-10
0.003 -0.086 0.024698892161656154 0.7774544760723613 1.059885254215019e-10
0.003 -0.085 0.02592759101804262 0.7605983996565583 1.0368825485457946e-10
0.003 -0.084 0.02704651967039126 0.7429194939003303 1.0127709176521259e-10
0.003 -0.083 0.0283182083785492 0.7244773841182012 9.876177961760393e-11
0.003 -0.082 0.029624062391929117 0.7051826323383856 9.61288314833481e-11
0.003 -0.081 0.03079414956413895 0.6850650512181452 9.338798792184901e-11
0.003 -0.080 0.03212975660946612 0.664106753163123 9.052950837370276e-11
0.003 -0.079 0.03333752698045482 0.6422660004531524 8.755414211270961e-11
0.003 -0.078 0.0346845820861705 0.6195904933398524 8.446338768647022e-11
0.003 -0.077 0.03592687551426833 0.5960092776989399 8.125125090458213e-11
0.003 -0.076 0.03725693740534481 0.571596288920424 7.792597377884867e-11
0.003 -0.075 0.03862975064693466 0.5462978642212338 7.447781574986595e-11
0.003 -0.074 0.039813193889597774 0.5201259286642738 7.091674215917794e-11
0.003 -0.073 0.041132046221543817 0.4931198349571294 6.723855707350296e-11
0.003 -0.072 0.04230100051277771 0.4652485779362487 6.34461826606622e-11
0.003 -0.071 0.04352439271617158 0.43659384428252856 5.954636238485837e-11
0.003 -0.070 0.04472953957332124 0.4071556339959694 5.5534975240189776e-11
0.003 -0.069 0.045843221197991814 0.377010267479161 5.141734107063859e-11
0.003 -0.068 0.046844091727583866 0.34615834098524867 4.720949433553122e-11
0.003 -0.067 0.0478951071466902 0.31464397724698 4.290221896712399e-11
0.003 -0.066 0.048660696185172374 0.2824528661888691 3.85125234806837e-11
0.003 -0.065 0.04962358538941293 0.24974539990698452 3.4045053373772225e-11
0.003 -0.064 0.05027487269995349 0.21644645050502645 2.9503105451110887e-11
0.003 -0.063 0.05098435431746903 0.18273489392656547 2.4904587356526855e-11
0.003 -0.062 0.051496774270484276 0.14857495498288753 2.024500344721834e-11
0.003 -0.061 0.051918802246681856 0.11412821827635139 1.5550053814535644e-11
0.003 -0.060 0.05228072790583971 0.07938991378179519 1.081224572047576e-11
0.003 -0.059 0.052394135254063466 0.04449413883158233 6.057698849717165e-12
0.003 -0.058 0.05259221054891065 0.009482929272451911 1.2840529897889112e-12
0.003 -0.057 0.052395148884410374 -0.02554288848873678 -3.489622841091355e-12
0.003 -0.056 0.052418581633018116 -0.06050776917848242 -8.254899312670253e-12
0.003 -0.055 0.05205707335106192 -0.09534743670772863 -1.3005669843475335e-11
0.003 -0.054 0.051767175071848505 -0.12995098799146168 -1.7720999723526202e-11
0.003 -0.053 0.05125541099729301 -0.16429397665072684 -2.2405234740864602e-11
0.003 -0.052 0.05066255649498551 -0.19823091691808672 -2.7032375094620108e-11
0.003 -0.051 0.0500121635641628 -0.23178267765362462 -3.160953888589557e-11
0.003 -0.050 0.04915284353124963 -0.264785885495546 -3.6113798336401806e-11
0.003 -0.049 0.04838349809795246 -0.2972953957332125 -4.0548300396100056e-11
0.003 -0.048 0.0473002253836889 -0.32913292867619875 -4.489865900802457e-11
0.003 -0.047 0.04642856291066935 -0.3603789784991116 -4.916015374723345e-11
0.003 -0.046 0.045292044790536265 -0.3908844819156421 -5.3329637663765436e-11
0.003 -0.045 0.044200245656295836 -0.4206607677355498 -5.7392424991134626e-11
0.003 -0.044 0.043023778575431985 -0.4496887558581872 -6.135780672446476e-11
0.003 -0.043 0.041763836054235184 -0.47795950248637564 -6.521147173417011e-11
0.003 -0.042 0.04047974528065635 -0.5054121897993011 -6.894839988578864e-11
0.003 -0.041 0.03928521172949188 -0.5320581466067233 -7.25732366768822e-11
0.003 -0.040 0.03793821624909072 -0.5578144937214544 -7.608201095630924e-11
0.003 -0.039 0.0367377797917884 -0.5827253538762417 -7.947097635506824e-11
0.003 -0.038 0.035359779147835 -0.6067591256543878 -8.274680140998184e-11
0.003 -0.037 0.03402291997090284 -0.6298997102209715 -8.589899628784589e-11
0.003 -0.036 0.03279487699297614 -0.6522174654471302 -8.893805082186457e-11
0.003 -0.035 0.03145843519324565 -0.6736348784239837 -9.185722154783517e-11
0.003 -0.034 0.030273262816461356 -0.6942294620604124 -9.466175338235981e-11
0.003 -0.033 0.028960671142540282 -0.7139594786362498 -9.735314487303906e-11
0.003 -0.032 0.027819442622559833 -0.7328607033402101 -9.992690037707115e-11
0.003 -0.031 0.026545845904337145 -0.7509689113610074 -1.0239725609666178e-10
0.003 -0.030 0.02530659336728001 -0.7682364024470228 -1.0475297292480643e-10
0.003 -0.029 0.024225049787137624 -0.7847764646958513 -1.0700678851611021e-10
0.003 -0.028 0.023035584387707645 -0.8005115851986119 -1.0915420722777134e-10
0.003 -0.027 0.022006749585604064 -0.8155133143327331 -1.1119897542879131e-10
0.003 -0.026 0.020872676103366447 -0.8297876146296672 -1.131470873095725e-10
0.003 -0.025 0.01989386694014811 -0.8433285235579617 -1.1499479650111346e-10
0.003 -0.024 0.018817272261111177 -0.8562195165579498 -1.1675334211041862e-10
0.003 -0.023 0.017764169955996518 -0.8683890432522031 -1.1841598067328536e-10
0.003 -0.022 0.016865914592699476 -0.8799503917383165 -1.1999170347531724e-10
0.003 -0.021 0.015865640316252667 -0.8908379741703137 -1.2147901196891365e-10
0.003 -0.020 0.015012938693251607 -0.901117378394171 -1.228809032492758e-10
0.003 -0.019 0.01406549244547265 -0.9107945669413406 -1.2420187295920553e-10
0.003 -0.018 0.013250533646564987 -0.9198516522174655 -1.254389240035016e-10
0.003 -0.017 0.012351622404808185 -0.9283780721943309 -1.2660179694156791e-10
0.003 -0.016 0.01146666348664989 -0.9362903514316038 -1.2768374830920178e-10
0.003 -0.015 0.01071770991091978 -0.9437077405583314 -1.286945186658071e-10
0.003 -0.014 0.009873892459782726 -0.9505527266656332 -1.2963036164238238e-10
0.003 -0.013 0.009153916786911052 -0.9568789725365802 -1.304935250603285e-10
0.003 -0.012 0.008345278271342882 -0.9627043657655294 -1.3128850456244728e-10
0.003 -0.011 0.00765165698749061 -0.9679931311637668 -1.3201155377973726e-10
0.003 -0.010 0.006872413751982541 -0.9728347067030778 -1.3267166399780197e-10
0.003 -0.009 0.006101458435193246 -0.977139654411677 -1.332605932048381e-10
0.003 -0.008 0.005446062940482011 -0.9810152998557068 -1.3378808196024963e-10
0.003 -0.007 0.004697956044218133 -0.9843841301262864 -1.3424888534743444e-10
0.003 -0.006 0.004056614236140095 -0.9872938454750348 -1.3464600046159365e-10
0.003 -0.005 0.0033247075378322623 -0.9897563709648568 -1.34980925850328e-10
0.003 -0.004 0.0026951298043097175 -0.9917240063441335 -1.3525066441843613e-10
0.003 -0.003 0.0019747367542363786 -0.9932861895846501 -1.3546345817772147e-10
0.003 -0.002 0.0012568241172472186 -0.9943534827146213 -1.3561031584258038e-10
0.003 -0.001 0.000637907389961482 -0.9950093611743802 -1.3569873015101584e-10
0.003 0.000 -7.651716612805132e-05 -0.9951941996494031 -1.3572420546022604e-10
0.003 0.001 -0.0006942592747176741 -0.994937810796952 -1.3568824031781162e-10
0.003 0.002 -0.0014101386884815817 -0.9942401946170266 -1.3559233327137313e-10
0.003 0.003 -0.0020307368496368817 -0.9930596133894606 -1.3543273795190915e-10
0.003 0.004 -0.0027537474510178042 -0.9914855050860394 -1.3521544854982202e-10
0.003 0.005 -0.0034795962173700466 -0.989404581609168 -1.3493222305330847e-10
0.003 0.006 -0.004115410758791753 -0.9869062809306319 -1.3458980492657116e-10
0.003 0.007 -0.0048561062284603555 -0.9839190526730028 -1.3418219997920768e-10
0.003 0.008 -0.005505342428181309 -0.9804667469620902 -1.337109067588187e-10
0.003 0.009 -0.006265785802020107 -0.9765612888607987 -1.3317592526540418e-10
0.003 0.010 -0.006931442813360841 -0.9721311279917002 -1.325727598561623e-10
0.003 0.011 -0.007717781461297208 -0.9672716648580322 -1.319066554476952e-10
0.003 0.012 -0.008512765779839488 -0.9618636488307476 -1.3116937002819953e-10
0.003 0.013 -0.009221293392322645 -0.9559965178816319 -1.3036689778807774e-10
0.003 0.014 -0.010049489011054534 -0.9495867965703519 -1.294909967155265e-10
0.003 0.015 -0.01078586164542018 -0.9426464099598125 -1.285439146319467e-10
0.003 0.016 -0.011652336716076179 -0.9351932456443708 -1.275241529897378e-10
0.003 0.017 -0.01242072814434096 -0.9271438281836937 -1.2642646687229761e-10
0.003 0.018 -0.01333072969459914 -0.9185875955495665 -1.2525685047002857e-10
0.003 0.019 -0.014257426332923907 -0.9094052971129423 -1.240033154021259e-10
0.003 0.020 -0.015093969495689091 -0.8996684832512492 -1.226726051327923e-10
0.003 0.021 -0.01607087064884267 -0.8892996410556065 -1.2125722692402471e-10
0.003 0.022 -0.016949211157088855 -0.8783047330574669 -1.197564315020229e-10
0.003 0.023 -0.017978761462966716 -0.86668375925683 -1.181694695929865e-10
0.003 0.024 -0.01890349046591221 -0.8543651692762679 -1.1648884845891258e-10
0.003 0.025 -0.019989446319329335 -0.8414324385561134 -1.1472206083780407e-10
0.003 0.026 -0.0210993119238704 -0.8277543914044146 -1.1285487052745533e-10
0.003 0.027 -0.022104475476108137 -0.8133966156671476 -1.1089551953966962e-10
0.003 0.028 -0.023270925504132036 -0.7982935234983365 -1.0883426731504305e-10
0.003 0.029 -0.024326532072456684 -0.7824331898350764 -1.066711138535756e-10
0.003 0.030 -0.025546883384809854 -0.7658275397402722 -1.0440456060766672e-10
0.003 0.031 -0.02665907437661734 -0.7483930977735906 -1.0202786411311364e-10
0.003 0.032 -0.027923071419201737 -0.7302133393753653 -9.954776783411911e-11
0.003 0.033 -0.02921866987848361 -0.7111869015109055 -9.695228338987831e-11
0.003 0.034 -0.03038410627616061 -0.691337634306021 -9.424740497079364e-11
0.003 0.035 -0.03171231978248685 -0.6706476501663546 -9.14256398388621e-11
0.003 0.036 -0.032916810761176765 -0.6490811739031923 -8.84884865416843e-11
0.003 0.037 -0.034259453593617706 -0.6266918682996053 -8.543594507926021e-11
0.003 0.038 -0.035507471051909795 -0.6033902953838082 -8.226127198738714e-11
0.003 0.039 -0.03683133191027583 -0.579257545583553 -7.897495709926932e-11
0.003 0.040 -0.03819943475201832 -0.5542423411283495 -7.556576130790222e-11
0.003 0.041 -0.0393952204347878 -0.5283494520433596 -7.20423012619893e-11
0.003 0.042 -0.04071365538953218 -0.5016253860739116 -6.840247899488971e-11
0.003 0.043 -0.04189328261206578 -0.47402661674040325 -6.46471187077838e-11
0.003 0.044 -0.04312502235949295 -0.44563960074889397 -6.07840877755747e-11
0.003 0.045 -0.044340126644168046 -0.4164589718210764 -5.680829113642039e-11
0.003 0.046 -0.04547646588835756 -0.386569397903574 -5.272504863430299e-11
0.003 0.047 -0.046372336239073664 -0.3559398738328345 -4.8549570527368606e-11
0.003 0.048 -0.047562278641019834 -0.3246777251750003 -4.427458885975431e-11
0.003 0.049 -0.04837038052875729 -0.29269709147715756 -3.991269143130518e-11
0.003 0.050 -0.04933625099872401 -0.26019115875836246 -3.5473094309764874e-11
0.003 0.051 -0.050021584363857514 -0.22707466281884636 -3.0955497785613295e-11
0.003 0.052 -0.05074591268468942 -0.19353423089306795 -2.6380207178838588e-11
0.003 0.053 -0.051303230499540886 -0.15952514399513457 -2.1740479025238033e-11
0.003 0.054 -0.05173813754367554 -0.12519825417079075 -1.706246298044213e-11
0.003 0.055 -0.05214752495319412 -0.09056906400181261 -1.2338666306447862e-11
0.003 0.056 -0.05227404987061307 -0.05574197741393085 -7.594264602945334e-12
0.003 0.057 -0.052522866308119774 -0.02080207973097058 -2.8296325068346955e-12
0.003 0.058 -0.05238137543675543 0.014197443266513232 1.940139607546005e-12
0.003 0.059 -0.05241959526336502 0.04914914676174917 6.703827618668266e-12
0.003 0.060 -0.05210948400252812 0.0840043168727715 1.1456471333974098e-11
0.003 0.061 -0.05183198778873558 0.11864066207949248 1.617644671158683e-11
0.003 0.062 -0.051365658203847024 0.1530432760532812 2.0868474176448355e-11
0.003 0.063 -0.050787173402339694 0.18706309550782882 2.5506404072928188e-11
0.003 0.064 -0.05018179758398226 0.22071621927805668 3.0097054792609055e-11
0.003 0.065 -0.04933452186460284 0.25383569648329896 3.461734870244172e-11
0.003 0.066 -0.048599937989672895 0.2864847299569505 3.9070432752387424e-11
0.003 0.067 -0.0475229259334343 0.31847609621140754 4.3442070740240466e-11
0.003 0.068 -0.04668662127192721 0.34988253813038867 4.7725069637517976e-11
0.003 0.069 -0.045576099788926384 0.3805734762750873 5.1919354516839904e-11
0.003 0.070 -0.0444925289480902 0.4105405631014703 5.6008291499839587e-11
0.003 0.071 -0.04333663260073697 0.43977187354663294 6.00007969447406e-11
0.003 0.072 -0.04208760151209798 0.4682513087756538 6.388398334217778e-11
0.003 0.073 -0.04081215640912506 0.49592162848659027 6.765065766366822e-11
0.003 0.074 -0.039628355414574816 0.5227941614892019 7.130569018891392e-11
0.003 0.075 -0.03828380457206912 0.548776488545977 7.484548440367339e-11
0.003 0.076 -0.036978904563721576 0.5738984223141778 7.826539481038478e-11
0.003 0.077 -0.03571162812883838 0.5981850054259036 8.157343863871133e-11
0.003 0.078 -0.03437530557973693 0.6215640912505813 8.475785228998829e-11
0.003 0.079 -0.033145831594261654 0.6441084226719296 8.782837632361959e-11
0.003 0.080 -0.0318079587869826 0.6657583743754248 9.07790165492028e-11
0.003 0.081 -0.03062207090642403 0.686579534207043 9.361501788334004e-11
0.003 0.082 -0.029302026068187513 0.7065420895095221 9.633712959983164e-11
0.003 0.083 -0.028154298388924005 0.7256639278772196 9.894235460347635e-11
0.003 0.084 -0.026877541529031563 0.743992749561754 1.0144268127507898e-10
0.003 0.085 -0.025633340090868983 0.7614808543115064 1.0382836905523566e-10
0.003 0.086 -0.02454482034892734 0.7782296051611672 1.0611065705095087e-10
0.003 0.087 -0.02334897504084334 0.7941734142647603 1.082865481670234e-10
0.003 0.088 -0.02231411808197288 0.8093778694682614 1.1035903949865449e-10
0.003 0.089 -0.021172114432903632 0.8238548958345755 1.1233562378384711e-10
0.003 0.090 -0.020187998616692703 0.8375925683007978 1.1420880828459826e-10
0.003 0.091 -0.019103712272082237 0.8506743623072611 1.1599432775071427e-10
0.003 0.092 -0.01804273942545047 0.8630287274765375 1.176816923489909e-10
0.003 0.093 -0.01713893890790274 0.8747689519062213 1.19282890460233e-10
0.003 0.094 -0.016132642474689055 0.8858413728132416 1.2079417571543905e-10
0.003 0.095 -0.01527296468988874 0.8962877279177648 1.2221929448361048e-10
0.003 0.096 -0.014320390665060759 0.9061378298770526 1.2356424095514982e-10
0.003 0.097 -0.013500363714418595 0.9153559035023909 1.248230209396546e-10
0.003 0.098 -0.012596265070298244 0.9240433118284699 1.2600912136553025e-10
0.003 0.099 -0.011706953504179735 0.9321225419464088 1.2711355094717312e-10
0.003 0.100 -0.010953051027344169 0.9396889943594453 1.2814455169638656e-10
0.003 0.101 -0.010104046173843566 0.9466890062845081 1.2910137433937026e-10
0.003 0.102 -0.00938114886056024 0.9531643154417639 1.299855174237248e-10
0.003 0.103 -0.00856899245143518 0.9591387719570221 1.308007273184517e-10
0.003 0.104 -0.007872211025913161 0.964570638110116 1.3154325765454945e-10
0.003 0.105 -0.0070908212790822475 0.9695612769357358 1.3222359826522226e-10
0.003 0.106 -0.00631765982565558 0.9740093253991915 1.3283275786486655e-10
0.003 0.107 -0.005659616966979501 0.978016146535173 1.333789784652856e-10
0.003 0.108 -0.004910377189739676 0.9815340400920615 1.338592629712782e-10
0.003 0.109 -0.004267765362462287 0.9845749311327617 1.3427510993044495e-10
0.003 0.110 -0.003535679788210883 0.9871805573774401 1.3462951643798708e-10
0.003 0.111 -0.002904569684105084 0.9892793684486686 1.3491798685110273e-10
0.003 0.112 -0.0021845820861705043 0.9909846524440417 1.3514876318159526e-10
0.003 0.113 -0.0014671404891660803 0.9921950463288693 1.3531510196526196e-10
0.003 0.114 -0.00084889752793446 0.9929880630120324 1.3542224811870496e-10
0.003 0.115 -0.00013556888512586903 0.9933100397104595 1.3546720454672297e-10
0.003 0.116 0.00048069749692929636 0.9931907890814125 1.3544997124931609e-10
0.003 0.117 0.0011949091906459808 0.9926362736563435 1.353742945954857e-10
0.003 0.118 0.0018134025781985999 0.9915987931836341 1.3523343112102925e-10
0.003 0.119 0.0025337658156146777 0.9901677856350692 1.3503562283774994e-10
0.003 0.120 0.003256716791681076 0.9882299629130544 1.3477262773384446e-10
0.003 0.121 0.0038894665919362724 0.9858747629893748 1.3445043999971525e-10
0.003 0.122 0.004625976364525323 0.9830425605495069 1.340630654449599e-10
0.003 0.123 0.0052714621319627465 0.9797393181249031 1.3361275189097933e-10
0.003 0.124 0.006027403794555016 0.9759888858413728 1.330994993377735e-10
0.003 0.125 0.006687873403532205 0.9717197133214878 1.3251731359494006e-10
0.003 0.126 0.007468845773161454 0.9670212385370333 1.3187443667428225e-10
0.003 0.127 0.008257986810880427 0.961786135921867 1.3115962946879562e-10
0.003 0.128 0.008960611517225754 0.9560799933219648 1.3037963544268284e-10
0.003 0.129 0.009781532847585771 0.9498491479542555 1.295277111317412e-10
0.003 0.130 0.010510511942950499 0.9430816747558344 1.2860535508357135e-10
0.003 0.131 0.01137096485683962 0.9358133489154156 1.2761106875057263e-10
0.003 0.132 0.012129935485409684 0.9279487699297614 1.2653885794234268e-10
0.003 0.133 0.013032603121981469 0.9195893008335619 1.2539546612308417e-10
0.003 0.134 0.013951429218789129 0.9106097284663177 1.2416965418579261e-10
0.003 0.135 0.014777418700883648 0.9010696781425522 1.228666670470701e-10
0.003 0.136 0.0157443624265118 0.8909154870791943 1.2148051051651424e-10
0.003 0.137 0.01661471314261183 0.8801352302133394 1.2000893677272415e-10
0.003 0.138 0.01763341164124641 0.8687467951393444 1.184526950895001e-10
0.003 0.139 0.01854788509009385 0.8566547813539717 1.1680429272883907e-10
0.003 0.140 0.01962310838689674 0.8439605518919112 1.150697238811435e-10
0.003 0.141 0.02072063155133143 0.830526968529759 1.1323700016560857e-10
0.003 0.142 0.021717864936737545 0.8164196191134908 1.1131136649883638e-10
0.003 0.143 0.022873284281574587 0.8015729157971309 1.0928533014282392e-10
0.003 0.144 0.02391839679454309 0.7859749335177744 1.0715814182377091e-10
0.003 0.145 0.025127538547765838 0.7696495224012306 1.0492980154167735e-10
0.003 0.146 0.02622941436016075 0.75249531941281 1.025913180109396e-10
0.003 0.147 0.027481009337324253 0.7346077250557497 1.0015093324336098e-10
