R Z Er Ez Bphi
0.009 -0.516 0.07456026330538894 -0.4473681386169312 -1.8502642151999644e-10
0.009 -0.515 0.07512968505908868 -0.46423554384249377 -1.9183207544812552e-10
0.009 -0.514 0.07579033354400945 -0.4812579748858175 -1.986931756374769e-10
0.009 -0.513 0.07604195237129877 -0.4983942902798812 -2.0559548588584474e-10
0.009 -0.512 0.07636929534803297 -0.5156176586331493 -2.1252476999102342e-10
0.009 -0.511 0.07629655246431424 -0.5328744171625506 -2.1946454392940628e-10
0.009 -0.510 0.07628164613568336 -0.5501448895142922 -2.2640132077258796e-10
0.009 -0.509 0.07588334903466616 -0.5673712391332864 -2.3331861649696184e-10
0.009 -0.508 0.07553394469155825 -0.5845457147286452 -2.402021949003222e-10
0.009 -0.507 0.07483155848647102 -0.6015120979763168 -2.470378197804633e-10
0.009 -0.506 0.07418104630501925 -0.6182250736372634 -2.538120042089798e-10
0.009 -0.505 0.07322227124748083 -0.6346816604457588 -2.605120105312665e-10
0.009 -0.504 0.07225455239276388 -0.6509832214364931 -2.671288474617199e-10
0.009 -0.503 0.07116579414956414 -0.6670403186376808 -2.7364603097673334e-10
0.009 -0.502 0.06988981241876051 -0.6827992892662509 -2.80059065433505e-10
0.009 -0.501 0.06852737398189776 -0.6982541707907509 -2.863484697132271e-10
0.009 -0.500 0.06711604278712571 -0.713404963211181 -2.9251499308969987e-10
0.009 -0.499 0.06553299068652588 -0.728168191087208 -2.985421515393168e-10
0.009 -0.498 0.06399108005294728 -0.7426154047962603 -3.044276972406769e-10
0.009 -0.497 0.06225777215974814 -0.7566333162407433 -3.1016488672957757e-10
0.009 -0.496 0.06054831439235843 -0.7702875132666325 -3.157454779942154e-10
0.009 -0.495 0.05876587523999188 -0.7835302956223094 -3.2116872176079013e-10
0.009 -0.494 0.05693812084858747 -0.7963497382448692 -3.264263760174985e-10
0.009 -0.493 0.055116746365837084 -0.8087875788544785 -3.315191900381407e-10
0.009 -0.492 0.05321386407813302 -0.8207484169478994 -3.3644191890611475e-10
0.009 -0.491 0.05134794948543353 -0.8323276530283698 -3.4119306407381997e-10
0.009 -0.490 0.04942169407443624 -0.8434418116555565 -3.457718762674561e-10
0.009 -0.489 0.047512133751505536 -0.8541445556125309 -3.501768569394226e-10
0.009 -0.488 0.04559828040592914 -0.8644179973049357 -3.544087553635195e-10
0.009 -0.487 0.043673217501222314 -0.8742442491384143 -3.584645744445459e-10
0.009 -0.486 0.0417795771372694 -0.8836769738960373 -3.6234731127770294e-10
0.009 -0.485 0.03985195034403806 -0.8926326961374721 -3.660562165891902e-10
0.009 -0.484 0.037958369605399674 -0.901200853834504 -3.695920396528081e-10
0.009 -0.483 0.03606568324647912 -0.909333746735514 -3.729562790161572e-10
0.009 -0.482 0.03418700883647161 -0.9170492624348594 -3.7614818540543717e-10
0.009 -0.481 0.03232496988921617 -0.924365288526897 -3.791707559158492e-10
0.009 -0.480 0.030468356845582363 -0.9312460498229128 -3.820239905473934e-10
0.009 -0.479 0.028631420155741317 -0.9377511716374304 -3.8470938784767024e-10
0.009 -0.478 0.02680450051874024 -0.9438150661244739 -3.8722844636428043e-10
0.009 -0.477 0.024990281073732665 -0.949503321130019 -3.895819153710241e-10
0.009 -0.476 0.023191981587702873 -0.9547861239968041 -3.917712934155021e-10
0.009 -0.475 0.02140185076976281 -0.9596753997877339 -3.9379732977151454e-10
0.009 -0.474 0.019627520660171482 -0.9641890360971654 -3.956615229866621e-10
0.009 -0.473 0.01785766244916942 -0.9682852952049322 -3.9736537160854534e-10
0.009 -0.472 0.01609794054163636 -0.9720238024255577 -3.9890812636336404e-10
0.009 -0.471 0.01434877231477396 -0.9753568575074234 -4.0029203507251896e-10
0.009 -0.470 0.01260067734357299 -0.978320235639243 -4.0151634846220993e-10
0.009 -0.469 0.010864209308704104 -0.9809079742895643 -4.025825650800375e-10
0.009 -0.468 0.009122792372729767 -0.9830962233325781 -4.034906849260017e-10
0.009 -0.467 0.007385012580941364 -0.9849386455513552 -4.042407080001024e-10
0.009 -0.466 0.005647638241291723 -0.9863636905684677 -4.0483338357614007e-10
0.009 -0.465 0.0039055654268576267 -0.9874369462298914 -4.05267213106514e-10
0.009 -0.464 0.0021614236140095637 -0.9881166748154596 -4.055429458650246e-10
0.009 -0.463 0.00040554932802270536 -0.9884148013880774 -4.056598325778715e-10
0.009 -0.462 -0.0013514435288646148 -0.9883492135421015 -4.056171239712544e-10
0.009 -0.461 -0.0031311756919517753 -0.9878722110259132 -4.0541332149757266e-10
0.009 -0.460 -0.004917144662938097 -0.9870374566225837 -4.05047675883026e-10
0.009 -0.459 -0.006723171589730135 -0.9857853250175894 -4.0451868858001386e-10
0.009 -0.458 -0.008546632958488856 -0.9841515913996446 -4.038248610409356e-10
0.009 -0.457 -0.010389830306354866 -0.9821243307058445 -4.0296469471819073e-10
0.009 -0.456 -0.012262899936797168 -0.9796796928103796 -4.0193594179037817e-10
0.009 -0.455 -0.014152366528733437 -0.976853452901964 -4.007356051622968e-10
0.009 -0.454 -0.016086611731876886 -0.9735740606031696 -3.993614370125457e-10
0.009 -0.453 -0.018039937035667863 -0.96990114122852 -3.9781118951972417e-10
0.009 -0.452 -0.02004018746198886 -0.9657810319949438 -3.960811163148304e-10
0.009 -0.451 -0.02207335106192685 -0.9612316204967981 -3.94167471028863e-10
0.009 -0.450 -0.024148431257974886 -0.9562469442026307 -3.9206800584042106e-10
0.009 -0.449 -0.02627580285486006 -0.9507852653922749 -3.897767265591023e-10
0.009 -0.448 -0.028433106359636046 -0.9448942843173498 -3.8729138536350564e-10
0.009 -0.447 -0.030670725163075233 -0.9384786004746175 -3.846052387894285e-10
0.009 -0.446 -0.03294137639076047 -0.9316038017100541 -3.817152897416696e-10
0.009 -0.445 -0.03528667851222915 -0.9242162252405881 -3.786155440298266e-10
0.009 -0.444 -0.03768623966991425 -0.9163099085347676 -3.753000074634971e-10
0.009 -0.443 -0.04015109054700264 -0.9079087017184015 -3.7176418439987917e-10
0.009 -0.442 -0.042691427072277806 -0.8989052792253479 -3.6799983282716963e-10
0.009 -0.441 -0.04528113335797846 -0.8893950415588442 -3.64003206376367e-10
0.009 -0.440 -0.047985797250080495 -0.8792706631527482 -3.5976531376186753e-10
0.009 -0.439 -0.050735895631849465 -0.8685679191957738 -3.552794115194687e-10
0.009 -0.438 -0.05359522758982554 -0.8572569970306594 -3.505402547325683e-10
0.009 -0.437 -0.056514304112954196 -0.8452842338743337 -3.455373535679621e-10
0.009 -0.436 -0.05949765672513923 -0.8327271426356774 -3.40265463109048e-10
0.009 -0.435 -0.06263460414753688 -0.8194068473711199 -3.3471484279642223e-10
0.009 -0.434 -0.0657983233361556 -0.8054604863040653 -3.288794984396822e-10
0.009 -0.433 -0.06910931705164745 -0.7907688088054664 -3.227489402056238e-10
0.009 -0.432 -0.07245012342440106 -0.7753437399382282 -3.163171739038447e-10
0.009 -0.431 -0.07594774437435158 -0.7592031672967074 -3.095759575225414e-10
0.009 -0.430 -0.07944834659002827 -0.7422099526575002 -3.025155505023101e-10
0.009 -0.429 -0.08304017553692596 -0.7245131593069154 -2.951329557479497e-10
0.009 -0.428 -0.08677808650440631 -0.705880248518311 -2.87413187783454e-10
0.009 -0.427 -0.09051897873761283 -0.6864543210465435 -2.793577451564237e-10
0.009 -0.426 -0.0943934316753521 -0.6661876766399942 -2.709546394860541e-10
0.009 -0.425 -0.09823210942437723 -0.6450624277043061 -2.622023722247444e-10
0.009 -0.424 -0.10225383688898958 -0.6229950987991462 -2.5309494918209227e-10
0.009 -0.423 -0.10611874977640506 -0.6001109030850138 -2.436278747152959e-10
0.009 -0.422 -0.11012020463407945 -0.576242889681243 -2.3380264737195597e-10
0.009 -0.421 -0.11408171053102305 -0.5514989804071216 -2.2361102514026903e-10
0.009 -0.420 -0.11802175131473819 -0.5258261087327235 -2.1306499640104004e-10
0.009 -0.419 -0.12200233731232932 -0.4992111570888536 -2.0215556986866532e-10
0.009 -0.418 -0.1257593283804572 -0.47172269458721394 -1.9089848029295117e-10
0.009 -0.417 -0.12966538273489392 -0.4433082509510238 -1.7929297840009732e-10
0.009 -0.416 -0.1331773137603301 -0.41402327772279 -1.6734655692810675e-10
0.009 -0.415 -0.1367560251380326 -0.383904146344372 -1.550816940909885e-10
0.009 -0.414 -0.14015168680014786 -0.3529276029431055 -1.4250063771014342e-10
0.009 -0.413 -0.14329453712868334 -0.3211681791621451 -1.2961387761877575e-10
0.009 -0.412 -0.14623466138783883 -0.28873737433964963 -1.1646562097110326e-10
0.009 -0.411 -0.14891422302252644 -0.25559523951488844 -1.0304612720772199e-10
0.009 -0.410 -0.15131294942580822 -0.22188666420215367 -8.941309041125505e-11
0.009 -0.409 -0.15342845558510324 -0.18759077954136208 -7.555751929609891e-11
0.009 -0.408 -0.15518859486983794 -0.15286618886914627 -6.154340184479919e-11
0.009 -0.407 -0.15666193639171447 -0.11770335213518252 -4.736369488363306e-11
0.009 -0.406 -0.15769703185184303 -0.08227637525787948 -3.309010391528929e-11
0.009 -0.405 -0.1584608321308895 -0.04658066708801889 -1.8713113162504045e-11
0.009 -0.404 -0.15872497227422874 -0.01080714788270508 -4.3117485329950314e-12
0.009 -0.403 -0.1587494186531834 0.025052828028667852 1.0124487299179967e-11
0.009 -0.402 -0.15822352337908582 0.06080052947279297 2.4517212801771517e-11
0.009 -0.401 -0.15751398213625578 0.09644692750754259 3.8874497653608854e-11
0.009 -0.400 -0.15622369032996647 0.13179102519765792 5.3120590273481605e-11
0.009 -0.399 -0.15480699285688734 0.1668662127192721 6.726410731009322e-11
0.009 -0.398 -0.15280358228889657 0.20145128015550284 8.123251905957462e-11
0.009 -0.397 -0.15075485648186795 0.2356165853774879 9.503564100870972e-11
0.009 -0.396 -0.14812180259250868 0.2691373409494735 1.0860873590115261e-10
0.009 -0.395 -0.1455239276387183 0.30211490990614975 1.2196004574870656e-10
0.009 -0.394 -0.14236974850042336 0.33432569731805334 1.3503562283774994e-10
0.009 -0.393 -0.13931275862480172 0.3658889538142314 1.4784221063248543e-10
0.009 -0.392 -0.1357423947911325 0.39660016456586816 1.6033635125249562e-10
0.009 -0.391 -0.1323342118129673 0.4265791764551558 1.7252328961438263e-10
0.009 -0.390 -0.12858437578258225 0.4556900437649808 1.8437455331373504e-10
0.009 -0.389 -0.12467712892185508 0.48385406108017226 1.9588190033874955e-10
0.009 -0.388 -0.12090284651251534 0.5111219099180748 2.0704008577282407e-10
0.009 -0.387 -0.11688052279475775 0.5374912052661078 2.178468617945576e-10
0.009 -0.386 -0.11293273072015454 0.5629196131509594 2.2828949074934514e-10
0.009 -0.385 -0.10894379717853013 0.5874333687110199 2.383739668275891e-10
0.009 -0.384 -0.10493757229569387 0.6110282981742728 2.4809204801748604e-10
0.009 -0.383 -0.10100647530915727 0.6336680300988587 2.5745122705703916e-10
0.009 -0.382 -0.09703781437447083 0.6554849326830199 2.664492561248474e-10
0.009 -0.381 -0.09318661530939575 0.6763537927662568 2.7509287868511353e-10
0.009 -0.380 -0.0893169323968184 0.6963759733832596 2.83385841106839e-10
0.009 -0.379 -0.08556709636643334 0.7155335869396711 2.9133188975902544e-10
0.009 -0.378 -0.08184111046185769 0.733802783309682 2.989400159272763e-10
0.009 -0.377 -0.07823914521149099 0.7513445508425057 3.062139659805932e-10
0.009 -0.376 -0.07472959919863577 0.7679979011889287 3.131642297521803e-10
0.009 -0.375 -0.07123317075497573 0.7839536353554265 3.197945536110391e-10
0.009 -0.374 -0.06789057562278641 0.7991044277758566 3.261154273903738e-10
0.009 -0.373 -0.06456050180664703 0.8135158662961948 3.321335945543871e-10
0.009 -0.372 -0.06139737887117354 0.827253538762417 3.37856547841082e-10
0.009 -0.371 -0.05823467331290172 0.8402935950487139 3.432947770836628e-10
0.009 -0.370 -0.055247922057788855 0.8525704473091096 3.4845127937733063e-10
0.009 -0.369 -0.0523217501222319 0.8642689340186269 3.5333879237669047e-10
0.009 -0.368 -0.04942783548183217 0.875269804548219 3.5796031317694375e-10
0.009 -0.367 -0.046666885292819926 0.8856923095269328 3.6232633161129455e-10
0.009 -0.366 -0.04391857567048666 0.8955185613604112 3.6644284187014526e-10
0.009 -0.365 -0.041310504787912754 0.9047306724542972 3.703150888700981e-10
0.009 -0.364 -0.038743515747045564 0.9134359683747332 3.7395281317055686e-10
0.009 -0.363 -0.036225002086886005 0.921515198492672 3.773575133191222e-10
0.009 -0.362 -0.033792706631527475 0.9291114635629703 3.805389298751979e-10
0.009 -0.361 -0.03138342654757504 0.936159175739652 3.83499310660185e-10
0.009 -0.360 -0.029067758207424542 0.9426941102114313 3.862461484120865e-10
0.009 -0.359 -0.026756382889919744 0.9487639672299272 3.8878393877370417e-10
0.009 -0.358 -0.024542971964177117 0.9542852713548065 3.911141802926386e-10
0.009 -0.357 -0.022353411164243893 0.9593832357465686 3.9324511498069316e-10
0.009 -0.356 -0.020186329107886043 0.9639684224334284 3.95177492111668e-10
0.009 -0.355 -0.018076189226898173 0.9681064192613617 3.969158073283651e-10
0.009 -0.354 -0.01596980574072528 0.9717972262303683 3.984630577259856e-10
0.009 -0.353 -0.013922928318446878 0.9750169932146392 3.9982074185212993e-10
0.009 -0.352 -0.011889585842565317 0.9778432331230548 4.0099410462340045e-10
0.009 -0.351 -0.009864650536031578 0.9801626578580203 4.019816474921965e-10
0.009 -0.350 -0.00787388053471982 0.9820945180485827 4.0278711682751947e-10
0.009 -0.349 -0.00587587798275636 0.9835732258487664 4.0341201117697013e-10
0.009 -0.348 -0.003910562028214699 0.9846285939158329 4.038563305405483e-10
0.009 -0.347 -0.0019298269673372528 0.9852785098441394 4.0412232273965496e-10
0.009 -0.346 2.670146797524357e-05 0.98545738578771 4.042092385004898e-10
0.009 -0.345 0.0019818917919792027 0.9852606222497824 4.0411782709685315e-10
0.009 -0.344 0.003963932647244714 0.9845987812585711 4.038473392549446e-10
0.009 -0.343 0.005930321857447798 0.9835314881285999 4.0339777497476446e-10
0.009 -0.342 0.007927781819049094 0.9820348927340592 4.02768384982512e-10
0.009 -0.341 0.009920280954482035 0.9800911074805919 4.019569214567866e-10
0.009 -0.340 0.011943546752209117 0.9777537951512695 4.0096488294518883e-10
0.009 -0.339 0.013980228245703994 0.9749156301799492 3.9978702453111645e-10
0.009 -0.338 0.016028536675530964 0.9716779756013213 3.984233462145696e-10
0.009 -0.337 0.018135277913590993 0.9679692810379574 3.96870850900347e-10
0.009 -0.336 0.020248041308417904 0.9638133966156671 3.951272907670478e-10
0.009 -0.335 0.022414348235686943 0.9592103223344504 3.931896687194709e-10
0.009 -0.334 0.024609036812669186 0.9540944703483311 3.9105273984101394e-10
0.009 -0.333 0.026825250128194422 0.9485493160976424 3.887157548578768e-10
0.009 -0.332 0.029137937202618744 0.9424615714847896 3.86172719579657e-10
0.009 -0.331 0.03145700418569708 0.9359087494186532 3.8341913836355287e-10
0.009 -0.330 0.03386670164685119 0.9288312245847097 3.80452014114363e-10
0.009 -0.329 0.03630537701086373 0.9212170719200544 3.772631048202842e-10
0.009 -0.328 0.038820969030611635 0.9131139916763061 3.738516612075163e-10
0.009 -0.327 0.04139737887117355 0.9043788830986084 3.702064441690545e-10
0.009 -0.326 0.0440124259155467 0.8951429218789129 3.663252058834981e-10
0.009 -0.325 0.04676341867703352 0.8852808948567203 3.622004536128441e-10
0.009 -0.324 0.04953182203036121 0.8748345397521972 3.578254438928897e-10
0.009 -0.323 0.0524271676783095 0.8637919315024387 3.531949318070328e-10
0.009 -0.322 0.05536365479327904 0.8520576696042071 3.482969289744687e-10
0.009 -0.321 0.05835422206852141 0.8397450421550974 3.431299368475967e-10
0.009 -0.320 0.061523784537963436 0.8266751732115387 3.3768046849801143e-10
0.009 -0.319 0.06469704377690592 0.8129613508711259 3.319455268305117e-10
0.009 -0.318 0.06803427263078812 0.7985200996935259 3.259153712856936e-10
0.009 -0.317 0.07138342654757504 0.7833156444900247 3.1958026130415313e-10
0.009 -0.316 0.07489178005413978 0.7673300976662651 3.12936450516889e-10
0.009 -0.315 0.07841086611731878 0.7506469346625804 3.0597045199549554e-10
0.009 -0.314 0.08202117891171876 0.7330813170039472 2.9868151646617265e-10
0.009 -0.313 0.08576028238548959 0.7147644203823175 2.9105615700051487e-10
0.009 -0.312 0.089516080947327 0.6955710316371919 2.8309137650332097e-10
0.009 -0.311 0.09341021023885902 0.6755190383629274 2.7477968223658794e-10
0.009 -0.310 0.0972685643416769 0.654626328153881 2.66116578557514e-10
0.009 -0.309 0.10124199530152522 0.632761725318101 2.570960712756967e-10
0.009 -0.308 0.10519753866701646 0.6100981432677057 2.477144140221346e-10
0.009 -0.307 0.10921628486590267 0.5864370297053317 2.379716067968277e-10
0.009 -0.306 0.11322668352075557 0.5618857101971213 2.278609061355733e-10
0.009 -0.305 0.11718759316455395 0.5364209308704103 2.1739205259777523e-10
0.009 -0.304 0.1212278044766686 0.509997376486161 2.0655680417163023e-10
0.009 -0.303 0.12502116698665589 0.482685404915511 1.9536864778554375e-10
0.009 -0.302 0.1289498789606115 0.45443970091942243 1.8382833271331602e-10
0.009 -0.301 0.1325631730207377 0.42532287107814487 1.7194110387154918e-10
0.009 -0.300 0.13617825584029955 0.39535161047974526 1.5973093802185286e-10
0.009 -0.299 0.1396412941078264 0.3644967027201068 1.4719708589042672e-10
0.009 -0.298 0.1429188976471851 0.3328535483024673 1.343515358580756e-10
0.009 -0.297 0.1458852570447309 0.30050144889514296 1.21235497983816e-10
0.009 -0.296 0.14872580702863208 0.26743623072611705 1.0784073025584463e-10
0.009 -0.295 0.15115613484861132 0.23376820062725828 9.422192966158343e-11
0.009 -0.294 0.15344932444518647 0.19950093611743802 8.037235273682968e-11
0.009 -0.293 0.1552416613997639 0.16476919040747942 6.63538145701082e-11
0.009 -0.292 0.15690818894069666 0.12958548481343238 5.216039589839656e-11
0.009 -0.291 0.15796713452663463 0.09410126763418677 3.786170425774272e-11
0.009 -0.290 0.1589432009253849 0.05832643667195345 2.345039676490372e-11
0.009 -0.289 0.15922880618195262 0.022437840609609214 9.001475727289634e-12
0.009 -0.288 0.15947148121206342 -0.013565534183192817 -5.490453626461697e-12
0.009 -0.287 0.15896406978546812 -0.049484718031887615 -1.99518875365408e-11
0.009 -0.286 0.1584560621057276 -0.08533276888035585 -3.438627266242905e-11
0.009 -0.285 0.1571836578937954 -0.12089807648735347 -4.8721154227637405e-11
0.009 -0.284 0.15595835768033678 -0.15622488283625696 -6.296027860116737e-11
0.009 -0.283 0.15396746842839595 -0.19107886044098885 -7.703658577789202e-11
0.009 -0.282 0.1520755571985642 -0.2255410997293011 -9.095209879707221e-11
0.009 -0.281 0.14943713703089784 -0.25937608070882573 -1.0464807459276436e-10
0.009 -0.280 0.14698117032567345 -0.2926863589205433 -1.1812601171256907e-10
0.009 -0.279 0.1438114886056024 -0.325229259334343 -1.3133645808566654e-10
0.009 -0.278 0.14087553811846357 -0.3571538452365336 -1.4428016298585704e-10
0.009 -0.277 0.13728788294358252 -0.3882198266095854 -1.5691816417552492e-10
0.009 -0.276 0.13396675292462168 -0.4185738817272262 -1.6925046165467022e-10
0.009 -0.275 0.1302491145640793 -0.44805561849338754 -1.8125008156648211e-10
0.009 -0.274 0.12633352015931884 -0.47661137412499854 -1.9290878189915732e-10
0.009 -0.273 0.12254671643392918 -0.5042560549506899 -2.0421682209329187e-10
0.009 -0.272 0.11854526157625479 -0.5310123185899805 -2.1517495142268615e-10
0.009 -0.271 0.11457540813527792 -0.5568187509689114 -2.2576743513753378e-10
0.009 -0.270 0.1105918408719606 -0.5817009909727274 -2.360017659758378e-10
0.009 -0.269 0.10655639958500782 -0.6056799074615119 -2.4586895265199463e-10
0.009 -0.268 0.10264915272428063 -0.6286833538046913 -2.5537349080880594e-10
0.009 -0.267 0.09860715265273023 -0.6508520457445413 -2.645168789938725e-10
0.009 -0.266 0.09472315966466723 -0.6720667326520148 -2.7330136502859507e-10
0.009 -0.265 0.09082604910740903 -0.6924228150303493 -2.8173294310337624e-10
0.009 -0.264 0.0870344753568575 -0.711920292879545 -2.8981461031341704e-10
0.009 -0.263 0.08328046555445581 -0.7305055034165305 -2.9755535794432105e-10
0.009 -0.262 0.07963437757134169 -0.7483692476477815 -3.049574338174894e-10
0.009 -0.261 0.07608786386348187 -0.7653326496297268 -3.120328263137266e-10
0.009 -0.260 0.07254731268707441 -0.7815745853059375 -3.187845325282341e-10
0.009 -0.259 0.06916774985988051 -0.7970175417675328 -3.2522379156801625e-10
0.009 -0.258 0.0657965345767199 -0.8116972942032269 -3.3135659762347555e-10
0.009 -0.257 0.06259823270567752 -0.8257032805848051 -3.3718969415881464e-10
0.009 -0.256 0.05946599568312722 -0.839029538380815 -3.4273656810243896e-10
0.009 -0.255 0.0563737076213077 -0.8515389293678525 -3.4799647018054817e-10
0.009 -0.254 0.05341176049703662 -0.8634699548040116 -3.529851351429487e-10
0.009 -0.253 0.050479864531285404 -0.8747212516546025 -3.57704061537241e-10
0.009 -0.252 0.047686835923059494 -0.8853584077656009 -3.6216523774422997e-10
0.009 -0.251 0.04490370511704449 -0.8954171983257212 -3.66372410132917e-10
0.009 -0.250 0.04226677558224119 -0.9048320354889872 -3.7033382071510556e-10
0.009 -0.249 0.039670689387886524 -0.9137400574788032 -3.740562129549983e-10
0.009 -0.248 0.037123197824868524 -0.9220279761975745 -3.7754408249539696e-10
0.009 -0.247 0.03466377285140179 -0.9298090797428956 -3.808056713481049e-10
0.009 -0.246 0.03222754212528471 -0.937053555457505 -3.838447258821235e-10
0.009 -0.245 0.02989082604910741 -0.9437614033414027 -3.8666724028785537e-10
0.009 -0.244 0.027552977091954162 -0.9500160988349213 -3.8927845948190244e-10
0.009 -0.243 0.02531941280990257 -0.9557043538404665 -3.916806312856658e-10
0.009 -0.242 0.023110116030862063 -0.9609633065814422 -3.938812484371482e-10
0.009 -0.241 0.020923476871340496 -0.9657154441489679 -3.958818094839505e-10
0.009 -0.240 0.018796880403544127 -0.9700144293261147 -3.9768606079507393e-10
0.009 -0.239 0.016672191945812515 -0.973866224644335 -3.9929849801332056e-10
0.009 -0.238 0.014611123698677512 -0.9772290923834623 -4.007198704124905e-10
0.009 -0.237 0.012564425152342679 -0.9801984330467344 -4.019546736353857e-10
0.009 -0.236 0.010526670403186377 -0.9826669210680087 -4.030029076820061e-10
0.009 -0.235 0.008524392716171577 -0.9847359194819753 -4.0386831892135305e-10
0.009 -0.234 0.0065150196167284785 -0.9863636905684677 -4.045516566272271e-10
0.009 -0.233 0.004541141467021238 -0.9875502343274861 -4.0505367007342843e-10
0.009 -0.232 0.0025517547730064274 -0.9883432510106491 -4.0537660708135793e-10
0.009 -0.231 0.0005882371179507972 -0.9886533026461715 -4.0551971837721526e-10
0.009 -0.230 -0.0013734750825810606 -0.9885877148001956 -4.0548375323480087e-10
0.009 -0.229 -0.0033596479721430535 -0.9880570495009361 -4.0526871165411465e-10
0.009 -0.228 -0.005330026115887761 -0.9871209320629166 -4.0487384436135627e-10
0.009 -0.227 -0.007329799539692572 -0.98576147489178 -4.042991513565258e-10
0.009 -0.226 -0.0093248029383355 -0.9839369402673599 -4.035423848182223e-10
0.009 -0.225 -0.011327557627866486 -0.9817308036299891 -4.026035447464459e-10
0.009 -0.224 -0.013384630978928414 -0.9790238143506207 -4.014803833197955e-10
0.009 -0.223 -0.01543276053281181 -0.9759173354639445 -4.0017065271687035e-10
0.009 -0.222 -0.017535268373540674 -0.9723457791239849 -3.986728543900697e-10
0.009 -0.221 -0.019646421884875444 -0.9683091453307416 -3.9698324197039206e-10
0.009 -0.220 -0.02180640852880499 -0.9638432092729289 -3.951010661840374e-10
0.009 -0.219 -0.02399626745531083 -0.9588585329787614 -3.930195835668027e-10
0.009 -0.218 -0.026206756740641806 -0.9534445544200246 -3.907387941186881e-10
0.009 -0.217 -0.028510261516629498 -0.9474999105620282 -3.882527036492912e-10
0.009 -0.216 -0.030823246717626436 -0.9410782641878436 -3.8555681651581006e-10
0.009 -0.215 -0.03321863410329489 -0.934149802640209 -3.826473863492434e-10
0.009 -0.214 -0.035650154429564616 -0.9266727881989577 -3.795184189591886e-10
0.009 -0.213 -0.038114826430709424 -0.918712808710066 -3.7616691725044465e-10
0.009 -0.212 -0.04071693478183098 -0.910126763418677 -3.7258314066360756e-10
0.009 -0.211 -0.043320056763299426 -0.9010339029538381 -3.6876484137727643e-10
0.009 -0.210 -0.046051015419106334 -0.8913388268123115 -3.6470452665344816e-10
0.009 -0.209 -0.04880993834742478 -0.8810415349940971 -3.6039470375411995e-10
0.009 -0.208 -0.051683461130257465 -0.8701658776250045 -3.5583012776268956e-10
0.009 -0.207 -0.0546055189191123 -0.8585926040759865 -3.5100030884595273e-10
0.009 -0.206 -0.05758278974921593 -0.8464409649760902 -3.4590299918250876e-10
0.009 -0.205 -0.06073255661423615 -0.8335559345075545 -3.405254611177523e-10
0.009 -0.204 -0.06388554324624063 -0.82001502557926 -3.3486319900888166e-10
0.009 -0.203 -0.06720667326520148 -0.8057705379395876 -3.289079708440936e-10
0.009 -0.202 -0.07053793958763133 -0.7907389961482046 -3.2264928679018385e-10
0.009 -0.201 -0.07403257927185565 -0.7749323252680158 -3.160834004781509e-10
0.009 -0.200 -0.07753198898124188 -0.7584578508651634 -3.0919682497958937e-10
0.009 -0.199 -0.0811226254218491 -0.7411009218073625 -3.0198806174689864e-10
0.009 -0.198 -0.0848545738578771 -0.7229807887236606 -2.944451223992739e-10
0.009 -0.197 -0.08859725485051934 -0.7039960885793672 -2.865642605677136e-10
0.009 -0.196 -0.0924788628260014 -0.6841408588430304 -2.783364849666142e-10
0.009 -0.195 -0.09633244690365741 -0.6634627997662688 -2.697572999531739e-10
0.009 -0.194 -0.10029812657261768 -0.6418188105942259 -2.6082295915839117e-10
0.009 -0.193 -0.10426440249472317 -0.619363917144663 -2.515252205704628e-10
0.009 -0.192 -0.10827718616215702 -0.5959353423089306 -2.4186857983219043e-10
0.009 -0.191 -0.11230726117080268 -0.5715897301358264 -2.3184254711036993e-10
0.009 -0.190 -0.1162777108649248 -0.5463354281693836 -2.2145611369060493e-10
0.009 -0.189 -0.12035667863147978 -0.5201110223356428 -2.1070253610869267e-10
0.009 -0.188 -0.12416852498896931 -0.49302026068187504 -1.9959230419783745e-10
0.009 -0.187 -0.12810558450695828 -0.4649778790083118 -1.8812991360084096e-10
0.009 -0.186 -0.13179281395709364 -0.43603038506028113 -1.7631536431770328e-10
0.009 -0.185 -0.1354400944464982 -0.4062493292152117 -1.6417263311003402e-10
0.009 -0.184 -0.13894010040902965 -0.37556614236140096 -1.517024692516334e-10
0.009 -0.183 -0.14234410961517824 -0.3440792062678131 -1.3891611184950602e-10
0.009 -0.182 -0.14532000906304782 -0.31186305257760233 -1.2584952604606624e-10
0.009 -0.181 -0.14830723732067688 -0.2789242400753664 -1.125004640199132e-10
0.009 -0.180 -0.15074591268468943 -0.24534564794829294 -9.891687929426614e-11
0.009 -0.179 -0.15321797822483513 -0.21117139892912937 -8.509652404772411e-11
0.009 -0.178 -0.15502641401433395 -0.1764897384833705 -7.109611830696988e-11
0.009 -0.177 -0.15688910884004914 -0.14134657810319948 -5.691229033990209e-11
0.009 -0.176 -0.1579719045517965 -0.10585997591137293 -4.2612175079027676e-11
0.009 -0.175 -0.15914175322274823 -0.07006868836233111 -2.8190977172024713e-11
0.009 -0.174 -0.1594512086051254 -0.034131855420537344 -1.3720252266821885e-11
0.009 -0.173 -0.15990018722348762 0.0019383593498455702 8.011385327572603e-13
0.009 -0.172 -0.15940589336608751 0.037971010172078656 1.5306989393718174e-11
0.009 -0.171 -0.15911194056548647 0.07395029633781318 2.979022717138602e-11
0.009 -0.170 -0.15784788389758758 0.1096771885471696 4.418999584770039e-11
