  Z(cm)          B(V/cm)        Bz(0,0)        By(0,Y1)       Bx(0,y1)      By(x1,0)        Bx(x1,0)       Bx(x2,y2)         Bz(x2,y2)     By(x2,y2)
  30.46000       279.6078       279.6078      -4.702231       0.000000       0.000000      -4.702231      -2.321885      -1.076364      -2.321885    
  30.58000       284.6082       284.6082      -4.534111       0.000000       0.000000      -4.534111      -2.276539      -1.016564      -2.276539    
  30.70000       289.4736       289.4736      -4.368765       0.000000       0.000000      -4.368765      -2.222147      -1.374987      -2.222147    
  30.82000       294.1971       294.1971      -4.202251       0.000000       0.000000      -4.202251      -2.161720      -1.478966      -2.161720    
  30.94000       298.7511       298.7511      -4.036435       0.000000       0.000000      -4.036435      -2.093759      -1.250517      -2.093759    
  31.06000       303.1500       303.1500      -3.869567       0.000000       0.000000      -3.869567      -2.022864      -1.447450      -2.022864    
  31.18000       307.3892       307.3892      -3.703667       0.000000       0.000000      -3.703667      -1.947222      -1.413557      -1.947222    
  31.30000       311.4642       311.4642      -3.536981       0.000000       0.000000      -3.536981      -1.870914      -1.429328      -1.870914    
  31.42000       315.3706       315.3706      -3.369754       0.000000       0.000000      -3.369754      -1.789312      -1.518254      -1.789312    
  31.54000       319.0806       319.0806      -3.202420       0.000000       0.000000      -3.202420      -1.710860      -1.047200      -1.710860    
  31.66000       322.6148       322.6148      -3.035381       0.000000       0.000000      -3.035381      -1.626195      -1.471851      -1.626195    
  31.78000       325.9709       325.9709      -2.867707       0.000000       0.000000      -2.867707      -1.540722      -1.425931      -1.540722    
  31.90000       329.1469       329.1469      -2.701141       0.000000       0.000000      -2.701141      -1.453521      -1.130388      -1.453521    
  32.02000       332.1404       332.1404      -2.532554       0.000000       0.000000      -2.532554      -1.366038      -1.513166      -1.366038    
  32.14000       334.9244       334.9244      -2.366332       0.000000       0.000000      -2.366332      -1.277321      -1.184795      -1.277321    
  32.26000       337.5229       337.5229      -2.198105       0.000000       0.000000      -2.198105      -1.187921      -1.343608      -1.187921    
  32.38000       339.9355       339.9355      -2.029320       0.000000       0.000000      -2.029320      -1.098112      -1.459506      -1.098112    
  32.50000       342.1616       342.1616      -1.860750       0.000000       0.000000      -1.860750      -1.008672      -1.261493      -1.008672    
  32.62000       344.2001       344.2001      -1.692723       0.000000       0.000000      -1.692723     -0.9229202      -1.060181     -0.9229202    
  32.74000       346.0247       346.0247      -1.523308       0.000000       0.000000      -1.523308     -0.8284394      -1.407790     -0.8284394    
  32.86000       347.6611       347.6611      -1.353736       0.000000       0.000000      -1.353736     -0.7356547      -1.412159     -0.7356547    
  32.98000       349.1098       349.1098      -1.184365       0.000000       0.000000      -1.184365     -0.6445387      -1.353403     -0.6445387    
  33.10000       350.3705       350.3705      -1.015645       0.000000       0.000000      -1.015645     -0.5522681      -1.350778     -0.5522681    
  33.22000       351.4430       351.4430     -0.8463171       0.000000       0.000000     -0.8463171     -0.4592594      -1.676430     -0.4592594    
  33.34000       352.3013       352.3013     -0.6766778       0.000000       0.000000     -0.6766778     -0.3680488      -1.325981     -0.3680488    
  33.46000       352.9714       352.9714     -0.5065566       0.000000       0.000000     -0.5065566     -0.2757705      -1.338434     -0.2757705    
  33.58000       353.4538       353.4538     -0.3371715       0.000000       0.000000     -0.3371715     -0.1834442      -1.316221     -0.1834442    
  33.70000       353.7487       353.7487     -0.1674819       0.000000       0.000000     -0.1674819     -0.9202574E-01  -1.467040     -0.9202574E-01
  33.82000       353.8555       353.8555      0.3303530E-02   0.000000       0.000000      0.3303530E-02 -0.2874284E-02  -1.444503     -0.2874284E-02
  33.94000       353.7484       353.7484      0.1728668       0.000000       0.000000      0.1728668      0.9371284E-01  -1.634343      0.9371284E-01
  34.06000       353.4533       353.4533      0.3428215       0.000000       0.000000      0.3428215      0.1846455      -1.387947      0.1846455    
  34.18000       352.9706       352.9706      0.5125350       0.000000       0.000000      0.5125350      0.2767428      -1.543796      0.2767428    
  34.30000       352.3003       352.3003      0.6818151       0.000000       0.000000      0.6818151      0.3697605      -1.185848      0.3697605    
  34.42000       351.4417       351.4417      0.8517944       0.000000       0.000000      0.8517944      0.4589415      -1.219923      0.4589415    
  34.54000       350.3690       350.3690       1.020705       0.000000       0.000000       1.020705      0.5545585      -1.370406      0.5545585    
  34.66000       349.1080       349.1080       1.190217       0.000000       0.000000       1.190217      0.6455280      -1.387364      0.6455280    
  34.78000       347.6591       347.6591       1.359543       0.000000       0.000000       1.359543      0.7378616      -1.491391      0.7378616    
  34.90000       346.0224       346.0224       1.529049       0.000000       0.000000       1.529049      0.8302248      -1.607422      0.8302248    
  35.02000       344.1974       344.1974       1.698488       0.000000       0.000000       1.698488      0.9214631      -1.492959      0.9214631    
  35.14000       342.1587       342.1587       1.866181       0.000000       0.000000       1.866181       1.011610      -1.410091       1.011610    
  35.26000       339.9324       339.9324       2.034652       0.000000       0.000000       2.034652       1.102458      -1.431840       1.102458    
  35.38000       337.5195       337.5195       2.202605       0.000000       0.000000       2.202605       1.191810      -1.397512       1.191810    
  35.50000       334.9207       334.9207       2.370886       0.000000       0.000000       2.370886       1.280795      -1.340556       1.280795    
  35.62000       332.1364       332.1364       2.538593       0.000000       0.000000       2.538593       1.370377      -1.295285       1.370377    
  35.74000       329.1426       329.1426       2.706717       0.000000       0.000000       2.706717       1.457085      -1.675812       1.457085    
  35.86000       325.9663       325.9663       2.874643       0.000000       0.000000       2.874643       1.544016      -1.527343       1.544016    
  35.98000       322.6099       322.6099       3.041999       0.000000       0.000000       3.041999       1.627627      -1.479393       1.627627    
  36.10000       319.0755       319.0755       3.208502       0.000000       0.000000       3.208502       1.713716      -1.465973       1.713716    
  36.22000       315.3651       315.3651       3.376406       0.000000       0.000000       3.376406       1.794199      -1.522367       1.794199    
  36.34000       311.4585       311.4585       3.542582       0.000000       0.000000       3.542582       1.874133      -1.291037       1.874133    
  36.46000       307.3831       307.3831       3.709537       0.000000       0.000000       3.709537       1.950960      -1.262665       1.950960    
  36.58000       303.1437       303.1437       3.875410       0.000000       0.000000       3.875410       2.025411      -1.101615       2.025411    
  36.70000       298.7445       298.7445       4.040978       0.000000       0.000000       4.040978       2.100818      -1.145437       2.100818    
  36.82000       294.1901       294.1901       4.207535       0.000000       0.000000       4.207535       2.164593      -1.442124       2.164593    
  36.94000       289.4665       289.4665       4.374591       0.000000       0.000000       4.374591       2.224638      -1.163333       2.224638    
  37.06000       284.6008       284.6008       4.540874       0.000000       0.000000       4.540874       2.279237      -1.222774       2.279237    
  37.18000       279.6002       279.6002       4.707319       0.000000       0.000000       4.707319       2.324632      -1.039121       2.324632    
  37.30000       274.4719       274.4719       4.873239       0.000000       0.000000       4.873239       2.361085     -0.9261032       2.361085    
  37.42000       269.2232       269.2232       5.038310       0.000000       0.000000       5.038310       2.382323      -1.174947       2.382323    
  37.54000       263.8485       263.8485       5.207422       0.000000       0.000000       5.207422       2.381233     -0.9877217       2.381233    
  37.66000       258.3725       258.3725       5.375861       0.000000       0.000000       5.375861       2.352817      -1.025152       2.352817    
  37.78000       252.8051       252.8051       5.543503       0.000000       0.000000       5.543503       2.280658     -0.8635640       2.280658    
  37.90000       247.1559       247.1559       5.710238       0.000000       0.000000       5.710238       2.143340     -0.4801297       2.143340    
  38.02000       241.4343       241.4343       6.230220       0.000000       0.000000       6.230220       1.888741     -0.4613322       1.888741    
  38.14000       235.6443       235.6443       5.264791       0.000000       0.000000       5.264791       1.464238     -0.3668794       1.464238    
  38.26000       229.8056       229.8056       761.6533       0.000000       0.000000       761.6533       586.2198      -26.22870       586.2198    
  38.38000       223.9292       223.9292       1896.494       0.000000       0.000000       1896.494       1440.036      -133.7504       1440.036    
  38.50000       218.0262       218.0262       1892.984       0.000000       0.000000       1892.984       1376.108      -235.1539       1376.108    
  38.62000       212.1070       212.1070       1889.763       0.000000       0.000000       1889.763       1298.702      -282.6740       1298.702    
  38.74000       206.1840       206.1840       1887.037       0.000000       0.000000       1887.037       1229.002      -287.3883       1229.002    
  38.86000       200.2693       200.2693       1884.674       0.000000       0.000000       1884.674       1170.212      -266.6967       1170.212    
  38.98000       194.3736       194.3736       1882.682       0.000000       0.000000       1882.682       1123.893      -232.1578       1123.893    
  39.10000       188.5076       188.5076       1881.093       0.000000       0.000000       1881.093       1088.112      -188.8942       1088.112    
  39.22000       182.6808       182.6808       1879.862       0.000000       0.000000       1879.862       1062.069      -140.2139       1062.069    
  39.34000       176.9117       176.9117       1879.085       0.000000       0.000000       1879.085       1045.855      -88.68928       1045.855    
  39.46000       171.2033       171.2033       1878.687       0.000000       0.000000       1878.687       1037.381      -35.37899       1037.381    
  39.58000       165.5643       165.5643       752.0814       0.000000       0.000000       752.0814       414.4693      -4.493093       414.4693    
  39.70000       160.0029       160.0029       1.138448       0.000000       0.000000       1.138448      0.5743538      -1.811248      0.5743538    
  39.82000       154.5267       154.5267       1.165951       0.000000       0.000000       1.165951      0.5501404      -1.777672      0.5501404    
  39.94000       149.1569       149.1569       1.193540       0.000000       0.000000       1.193540      0.5294970      -1.748767      0.5294970    
  40.06000       143.8875       143.8875       1.221135       0.000000       0.000000       1.221135      0.5115485      -1.717790      0.5115485    
  40.18000       138.7239       138.7239       1.248684       0.000000       0.000000       1.248684      0.4959904      -1.686941      0.4959904    
  40.30000       133.6714       133.6714       1.276157       0.000000       0.000000       1.276157      0.4826401      -1.655002      0.4826401    
  40.42000       128.7345       128.7345       1.303468       0.000000       0.000000       1.303468      0.4712870      -1.626467      0.4712870    
  40.54000       123.9341       123.9341       1.330562       0.000000       0.000000       1.330562      0.4618718      -1.594968      0.4618718    
  40.66000       119.2572       119.2572       1.357410       0.000000       0.000000       1.357410      0.4539862      -1.566957      0.4539862    
  40.78000       114.7060       114.7060       1.383961       0.000000       0.000000       1.383961      0.4474397      -1.540187      0.4474397    
  40.90000       110.2822       110.2822       1.410189       0.000000       0.000000       1.410189      0.4420599      -1.514647      0.4420599    
  41.02000       105.9876       105.9876       1.436018       0.000000       0.000000       1.436018      0.4376882      -1.488143      0.4376882    
  41.14000       101.8411       101.8411       1.461345       0.000000       0.000000       1.461345      0.4343443      -1.465215      0.4343443    
  41.26000       97.82500       97.82500       1.486209       0.000000       0.000000       1.486209      0.4317247      -1.441301      0.4317247    
  41.38000       93.93871       93.93871       1.510549       0.000000       0.000000       1.510549      0.4297524      -1.419013      0.4297524    
  41.50000       90.18163       90.18163       1.534351       0.000000       0.000000       1.534351      0.4283364      -1.397311      0.4283364    
  41.62000       86.55304       86.55304       1.557546       0.000000       0.000000       1.557546      0.4273856      -1.377158      0.4273856    
  41.74000       83.06890       83.06890       1.580042       0.000000       0.000000       1.580042      0.4269051      -1.354080      0.4269051    
  41.86000       79.70972       79.70972       1.601876       0.000000       0.000000       1.601876      0.4267565      -1.335660      0.4267565    
  41.98000       76.47318       76.47318       1.623029       0.000000       0.000000       1.623029      0.4268802      -1.316596      0.4268802    
  42.10000       73.35702       73.35702       1.643496       0.000000       0.000000       1.643496      0.4272511      -1.297903      0.4272511    
  42.22000       70.35903       70.35903       1.663200       0.000000       0.000000       1.663200      0.4278176      -1.279723      0.4278176    
  42.34000       67.49213       67.49213       1.682052       0.000000       0.000000       1.682052      0.4285738      -1.262454      0.4285738    
  42.46000       64.73721       64.73721       1.700132       0.000000       0.000000       1.700132      0.4294662      -1.245514      0.4294662    
  42.58000       62.09109       62.09109       1.717394       0.000000       0.000000       1.717394      0.4304653      -1.229623      0.4304653    
  42.70000       59.55069       59.55069       1.733860       0.000000       0.000000       1.733860      0.4315606      -1.213280      0.4315606    
  42.82000       57.11317       57.11317       1.749501       0.000000       0.000000       1.749501      0.4327247      -1.197082      0.4327247    
  42.94000       54.78867       54.78867       1.764181       0.000000       0.000000       1.764181      0.4339370      -1.181023      0.4339370    
  43.06000       52.55989       52.55989       1.778024       0.000000       0.000000       1.778024      0.4351870      -1.166801      0.4351870    
  43.18000       50.42342       50.42342       1.791008       0.000000       0.000000       1.791008      0.4364571      -1.152346      0.4364571    
  43.30000       48.37605       48.37605       1.803154       0.000000       0.000000       1.803154      0.4377489      -1.138934      0.4377489    
  43.42000       46.41483       46.41483       1.814427       0.000000       0.000000       1.814427      0.4390337      -1.124695      0.4390337    
  43.54000       44.54763       44.54763       1.824723       0.000000       0.000000       1.824723      0.4403134      -1.110312      0.4403134    
  43.66000       42.75957       42.75957       1.834162       0.000000       0.000000       1.834162      0.4415806      -1.096828      0.4415806    
  43.78000       41.04746       41.04746       1.842744       0.000000       0.000000       1.842744      0.4428256      -1.081952      0.4428256    
  43.90000       39.40831       39.40831       1.850476       0.000000       0.000000       1.850476      0.4440306      -1.069554      0.4440306    
  44.02000       37.83940       37.83940       1.857366       0.000000       0.000000       1.857366      0.4452067      -1.056723      0.4452067    
  44.14000       36.34682       36.34682       1.863293       0.000000       0.000000       1.863293      0.4463403      -1.043206      0.4463403    
  44.26000       34.91822       34.91822       1.868405       0.000000       0.000000       1.868405      0.4474272      -1.030677      0.4474272    
  44.38000       33.55082       33.55082       1.872692       0.000000       0.000000       1.872692      0.4484684      -1.018148      0.4484684    
  44.50000       32.24203       32.24203       1.876175       0.000000       0.000000       1.876175      0.4494585      -1.006160      0.4494585    
  44.62000       30.98953       30.98953       1.878841       0.000000       0.000000       1.878841      0.4504042     -0.9927273      0.4504042    
  44.74000       29.79800       29.79800       1.880655       0.000000       0.000000       1.880655      0.4512687     -0.9799686      0.4512687    
  44.86000       28.65747       28.65747       1.881690       0.000000       0.000000       1.881690      0.4520752     -0.9676995      0.4520752    
  44.98000       27.56560       27.56560       1.881978       0.000000       0.000000       1.881978      0.4528282     -0.9557130      0.4528282    
  45.10000       26.52027       26.52027       1.881538       0.000000       0.000000       1.881538      0.4535208     -0.9452395      0.4535208    
  45.22000       25.51955       25.51955       1.880368       0.000000       0.000000       1.880368      0.4541470     -0.9318711      0.4541470    
  45.34000       24.56708       24.56708       1.878419       0.000000       0.000000       1.878419      0.4546904     -0.9217201      0.4546904    
  45.46000       23.65491       23.65491       1.875785       0.000000       0.000000       1.875785      0.4551731     -0.9094057      0.4551731    
  45.58000       22.78117       22.78117       1.872494       0.000000       0.000000       1.872494      0.4555914     -0.8982724      0.4555914    
  45.70000       21.94413       21.94413       1.868561       0.000000       0.000000       1.868561      0.4559308     -0.8874257      0.4559308    
  45.82000       21.14225       21.14225       1.864018       0.000000       0.000000       1.864018      0.4562022     -0.8742095      0.4562022    
  45.94000       20.37837       20.37837       1.858761       0.000000       0.000000       1.858761      0.4563988     -0.8633995      0.4563988    
  46.06000       19.64622       19.64622       1.852953       0.000000       0.000000       1.852953      0.4565260     -0.8521051      0.4565260    
  46.18000       18.94430       18.94430       1.846576       0.000000       0.000000       1.846576      0.4565860     -0.8423989      0.4565860    
  46.30000       18.27126       18.27126       1.839662       0.000000       0.000000       1.839662      0.4565725     -0.8315932      0.4565725    
  46.42000       17.62588       17.62588       1.832222       0.000000       0.000000       1.832222      0.4564925     -0.8200283      0.4564925    
  46.54000       17.01040       17.01040       1.824222       0.000000       0.000000       1.824222      0.4563280     -0.8093652      0.4563280    
  46.66000       16.41987       16.41987       1.815749       0.000000       0.000000       1.815749      0.4560939     -0.7989839      0.4560939    
  46.78000       15.85313       15.85313       1.806815       0.000000       0.000000       1.806815      0.4557885     -0.7874445      0.4557885    
  46.90000       15.30912       15.30912       1.797444       0.000000       0.000000       1.797444      0.4554228     -0.7775758      0.4554228    
  47.02000       14.78689       14.78689       1.787656       0.000000       0.000000       1.787656      0.4549956     -0.7684506      0.4549956    
  47.14000       14.28820       14.28820       1.777418       0.000000       0.000000       1.777418      0.4544752     -0.7559518      0.4544752    
  47.26000       13.80918       13.80918       1.766802       0.000000       0.000000       1.766802      0.4538992     -0.7455927      0.4538992    
  47.38000       13.34891       13.34891       1.755834       0.000000       0.000000       1.755834      0.4532560     -0.7356945      0.4532560    
  47.50000       12.90658       12.90658       1.744522       0.000000       0.000000       1.744522      0.4525408     -0.7258065      0.4525408    
  47.62000       12.48143       12.48143       1.732882       0.000000       0.000000       1.732882      0.4517697     -0.7162636      0.4517697    
  47.74000       12.07489       12.07489       1.720916       0.000000       0.000000       1.720916      0.4509206     -0.7056023      0.4509206    
  47.86000       11.68389       11.68389       1.708665       0.000000       0.000000       1.708665      0.4500154     -0.6952041      0.4500154    
  47.98000       11.30774       11.30774       1.696142       0.000000       0.000000       1.696142      0.4490531     -0.6865705      0.4490531    
  48.10000       10.94579       10.94579       1.683382       0.000000       0.000000       1.683382      0.4480207     -0.6765596      0.4480207    
  48.22000       10.59746       10.59746       1.670386       0.000000       0.000000       1.670386      0.4469293     -0.6667351      0.4469293    
  48.34000       10.26389       10.26389       1.657146       0.000000       0.000000       1.657146      0.4457815     -0.6560024      0.4457815    
  48.46000       9.942665       9.942665       1.643716       0.000000       0.000000       1.643716      0.4445733     -0.6472656      0.4445733    
  48.58000       9.633242       9.633242       1.630097       0.000000       0.000000       1.630097      0.4433130     -0.6372667      0.4433130    
  48.70000       9.335114       9.335114       1.616313       0.000000       0.000000       1.616313      0.4419974     -0.6294734      0.4419974    
  48.82000       9.047838       9.047838       1.602383       0.000000       0.000000       1.602383      0.4406340     -0.6195066      0.4406340    
  48.94000       8.772330       8.772330       1.588281       0.000000       0.000000       1.588281      0.4392022     -0.6109244      0.4392022    
  49.06000       8.506680       8.506680       1.574072       0.000000       0.000000       1.574072      0.4377275     -0.6010412      0.4377275    
  49.18000       8.250458       8.250458       1.559749       0.000000       0.000000       1.559749      0.4362027     -0.5926809      0.4362027    
  49.30000       8.003272       8.003272       1.545328       0.000000       0.000000       1.545328      0.4346374     -0.5834622      0.4346374    
  49.42000       7.764776       7.764776       1.530826       0.000000       0.000000       1.530826      0.4330256     -0.5746348      0.4330256    
  49.54000       7.535716       7.535716       1.516233       0.000000       0.000000       1.516233      0.4313669     -0.5653557      0.4313669    
  49.66000       7.314568       7.314568       1.501593       0.000000       0.000000       1.501593      0.4296524     -0.5569328      0.4296524    
  49.78000       7.100997       7.100997       1.486899       0.000000       0.000000       1.486899      0.4279052     -0.5486253      0.4279052    
  49.90000       6.894696       6.894696       1.472172       0.000000       0.000000       1.472172      0.4261229     -0.5396664      0.4261229    
  50.02000       6.695394       6.695394       1.457414       0.000000       0.000000       1.457414      0.4243014     -0.5311991      0.4243014    
  50.14000       6.503700       6.503700       1.442642       0.000000       0.000000       1.442642      0.4224293     -0.5226296      0.4224293    
  50.26000       6.318396       6.318396       1.427860       0.000000       0.000000       1.427860      0.4205351     -0.5150131      0.4205351    
  50.38000       6.139215       6.139215       1.413079       0.000000       0.000000       1.413079      0.4186029     -0.5070612      0.4186029    
  50.50000       5.965918       5.965918       1.398314       0.000000       0.000000       1.398314      0.4166390     -0.4989232      0.4166390    
  50.62000       5.798290       5.798290       1.383567       0.000000       0.000000       1.383567      0.4146413     -0.4910511      0.4146413    
  50.74000       5.636834       5.636834       1.368853       0.000000       0.000000       1.368853      0.4126168     -0.4832784      0.4126168    
  50.86000       5.480566       5.480566       1.354176       0.000000       0.000000       1.354176      0.4105617     -0.4753734      0.4105617    
  50.98000       5.329277       5.329277       1.339546       0.000000       0.000000       1.339546      0.4084822     -0.4672076      0.4084822    
  51.10000       5.182776       5.182776       1.324961       0.000000       0.000000       1.324961      0.4063747     -0.4598268      0.4063747    
  51.22000       5.040895       5.040895       1.310436       0.000000       0.000000       1.310436      0.4042422     -0.4525807      0.4042422    
  51.34000       4.904049       4.904049       1.295982       0.000000       0.000000       1.295982      0.4020898     -0.4450234      0.4020898    
  51.46000       4.771441       4.771441       1.281604       0.000000       0.000000       1.281604      0.3999161     -0.4379040      0.3999161    
  51.58000       4.642904       4.642904       1.267301       0.000000       0.000000       1.267301      0.3977267     -0.4308290      0.3977267    
  51.70000       4.518286       4.518286       1.253077       0.000000       0.000000       1.253077      0.3955153     -0.4230627      0.3955153    
  51.82000       4.397454       4.397454       1.238937       0.000000       0.000000       1.238937      0.3932922     -0.4157461      0.3932922    
  51.94000       4.280753       4.280753       1.224913       0.000000       0.000000       1.224913      0.3910417     -0.4093185      0.3910417    
  52.06000       4.167532       4.167532       1.210981       0.000000       0.000000       1.210981      0.3887824     -0.4012569      0.3887824    
  52.18000       4.057659       4.057659       1.197149       0.000000       0.000000       1.197149      0.3865117     -0.3950575      0.3865117    
  52.30000       3.951011       3.951011       1.183426       0.000000       0.000000       1.183426      0.3842357     -0.3881922      0.3842357    
  52.42000       3.847483       3.847483       1.169812       0.000000       0.000000       1.169812      0.3819503     -0.3815113      0.3819503    
  52.54000       3.747361       3.747361       1.156326       0.000000       0.000000       1.156326      0.3796406     -0.3749349      0.3796406    
  52.66000       3.650113       3.650113       1.142959       0.000000       0.000000       1.142959      0.3773409     -0.3683958      0.3773409    
  52.78000       3.555632       3.555632       1.129710       0.000000       0.000000       1.129710      0.3750270     -0.3625244      0.3750270    
  52.90000       3.463820       3.463820       1.116587       0.000000       0.000000       1.116587      0.3727094     -0.3555984      0.3727094    
  53.02000       3.374591       3.374591       1.103590       0.000000       0.000000       1.103590      0.3703897     -0.3490311      0.3703897    
  53.14000       3.288186       3.288186       1.090737       0.000000       0.000000       1.090737      0.3680623     -0.3432858      0.3680623    
  53.26000       3.204166       3.204166       1.078020       0.000000       0.000000       1.078020      0.3657381     -0.3371270      0.3657381    
  53.38000       3.122444       3.122444       1.065438       0.000000       0.000000       1.065438      0.3634122     -0.3308259      0.3634122    
  53.50000       3.042941       3.042941       1.052988       0.000000       0.000000       1.052988      0.3610904     -0.3246659      0.3610904    
  53.62000       2.965586       2.965586       1.040678       0.000000       0.000000       1.040678      0.3587633     -0.3189483      0.3587633    
  53.74000       2.890584       2.890584       1.028527       0.000000       0.000000       1.028527      0.3564533     -0.3133718      0.3564533    
  53.86000       2.817570       2.817570       1.016518       0.000000       0.000000       1.016518      0.3541361     -0.3076950      0.3541361    
  53.98000       2.746473       2.746473       1.004653       0.000000       0.000000       1.004653      0.3518239     -0.3017310      0.3518239    
  54.10000       2.677229       2.677229      0.9929297       0.000000       0.000000      0.9929297      0.3495202     -0.2962084      0.3495202    
  54.22000       2.609780       2.609780      0.9813563       0.000000       0.000000      0.9813563      0.3472236     -0.2907732      0.3472236    
  54.34000       2.544299       2.544299      0.9699428       0.000000       0.000000      0.9699428      0.3449356     -0.2847601      0.3449356    
  54.46000       2.480482       2.480482      0.9586870       0.000000       0.000000      0.9586870      0.3426594     -0.2796365      0.3426594    
  54.58000       2.418271       2.418271      0.9475766       0.000000       0.000000      0.9475766      0.3403941     -0.2745607      0.3403941    
  54.70000       2.357613       2.357613      0.9366156       0.000000       0.000000      0.9366156      0.3381346     -0.2694092      0.3381346    
  54.82000       2.298461       2.298461      0.9258057       0.000000       0.000000      0.9258057      0.3358855     -0.2640466      0.3358855    
  54.94000       2.240961       2.240961      0.9151672       0.000000       0.000000      0.9151672      0.3336510     -0.2585958      0.3336510    
  55.06000       2.184858       2.184858      0.9046797       0.000000       0.000000      0.9046797      0.3314359     -0.2537178      0.3314359    
  55.18000       2.130105       2.130105      0.8943438       0.000000       0.000000      0.8943438      0.3292343     -0.2485721      0.3292343    
  55.30000       2.076659       2.076659      0.8841618       0.000000       0.000000      0.8841618      0.3270424     -0.2437970      0.3270424    
  55.42000       2.024480       2.024480      0.8741329       0.000000       0.000000      0.8741329      0.3248689     -0.2390618      0.3248689    
  55.54000       1.973691       1.973691      0.8642740       0.000000       0.000000      0.8642740      0.3227133     -0.2342949      0.3227133    
  55.66000       1.924080       1.924080      0.8545761       0.000000       0.000000      0.8545761      0.3205753     -0.2294801      0.3205753    
  55.78000       1.875607       1.875607      0.8450239       0.000000       0.000000      0.8450239      0.3184549     -0.2245699      0.3184549    
  55.90000       1.828235       1.828235      0.8356286       0.000000       0.000000      0.8356286      0.3163523     -0.2203172      0.3163523    
  56.02000       1.781932       1.781932      0.8263835       0.000000       0.000000      0.8263835      0.3142698     -0.2155296      0.3142698    
  56.14000       1.736802       1.736802      0.8173115       0.000000       0.000000      0.8173115      0.3122114     -0.2110501      0.3122114    
  56.26000       1.692667       1.692667      0.8083986       0.000000       0.000000      0.8083986      0.3101692     -0.2067787      0.3101692    
  56.38000       1.649493       1.649493      0.7996352       0.000000       0.000000      0.7996352      0.3081521     -0.2021032      0.3081521    
  56.50000       1.607249       1.607249      0.7910220       0.000000       0.000000      0.7910220      0.3061530     -0.1976702      0.3061530    
  56.62000       1.565908       1.565908      0.7825609       0.000000       0.000000      0.7825609      0.3041762     -0.1933728      0.3041762    
  56.74000       1.525559       1.525559      0.7742714       0.000000       0.000000      0.7742714      0.3022271     -0.1893600      0.3022271    
  56.86000       1.486050       1.486050      0.7661345       0.000000       0.000000      0.7661345      0.3003026     -0.1852316      0.3003026    
  56.98000       1.447354       1.447354      0.7581488       0.000000       0.000000      0.7581488      0.2984015     -0.1810628      0.2984015    
  57.10000       1.409444       1.409444      0.7503127       0.000000       0.000000      0.7503127      0.2965231     -0.1769950      0.2965231    
  57.22000       1.372298       1.372298      0.7426260       0.000000       0.000000      0.7426260      0.2946685     -0.1729139      0.2946685    
  57.34000       1.335990       1.335990      0.7351106       0.000000       0.000000      0.7351106      0.2928431     -0.1690028      0.2928431    
  57.46000       1.300393       1.300393      0.7277421       0.000000       0.000000      0.7277421      0.2910467     -0.1650134      0.2910467    
  57.58000       1.265482       1.265482      0.7205213       0.000000       0.000000      0.7205213      0.2892745     -0.1609938      0.2892745    
  57.70000       1.231235       1.231235      0.7134496       0.000000       0.000000      0.7134496      0.2875293     -0.1572356      0.2875293    
  57.82000       1.197634       1.197634      0.7065265       0.000000       0.000000      0.7065265      0.2858086     -0.1533583      0.2858086    
  57.94000       1.164740       1.164740      0.6997697       0.000000       0.000000      0.6997697      0.2841255     -0.1493611      0.2841255    
  58.06000       1.132446       1.132446      0.6931551       0.000000       0.000000      0.6931551      0.2824638     -0.1457911      0.2824638    
  58.18000       1.100732       1.100732      0.6866880       0.000000       0.000000      0.6866880      0.2808333     -0.1421743      0.2808333    
  58.30000       1.069577       1.069577      0.6803668       0.000000       0.000000      0.6803668      0.2792304     -0.1386315      0.2792304    
  58.42000       1.038966       1.038966      0.6741879       0.000000       0.000000      0.6741879      0.2776560     -0.1350093      0.2776560    
  58.54000       1.008952       1.008952      0.6681745       0.000000       0.000000      0.6681745      0.2761157     -0.1314024      0.2761157    
  58.66000      0.9794413      0.9794413      0.6623020       0.000000       0.000000      0.6623020      0.2746059     -0.1278566      0.2746059    
  58.78000      0.9504178      0.9504178      0.6565708       0.000000       0.000000      0.6565708      0.2731243     -0.1243260      0.2731243    
  58.90000      0.9218646      0.9218646      0.6509827       0.000000       0.000000      0.6509827      0.2716734     -0.1207367      0.2716734    
  59.02000      0.8937675      0.8937675      0.6455359       0.000000       0.000000      0.6455359      0.2702540     -0.1175259      0.2702540    
  59.14000      0.8661696      0.8661696      0.6402490       0.000000       0.000000      0.6402490      0.2688682     -0.1141970      0.2688682    
  59.26000      0.8389934      0.8389934      0.6351007       0.000000       0.000000      0.6351007      0.2675154     -0.1108984      0.2675154    
  59.38000      0.8122237      0.8122237      0.6300915       0.000000       0.000000      0.6300915      0.2661940     -0.1074963      0.2661940    
  59.50000      0.7858462      0.7858462      0.6252200       0.000000       0.000000      0.6252200      0.2649019     -0.1041311      0.2649019    
  59.62000      0.7598482      0.7598482      0.6204874       0.000000       0.000000      0.6204874      0.2636449     -0.1009955      0.2636449    
  59.74000      0.7342646      0.7342646      0.6159117       0.000000       0.000000      0.6159117      0.2624210     -0.9800169E-01  0.2624210    
  59.86000      0.7090304      0.7090304      0.6114708       0.000000       0.000000      0.6114708      0.2612313     -0.9460666E-01  0.2612313    
  59.98000      0.6841320      0.6841320      0.6071672       0.000000       0.000000      0.6071672      0.2600711     -0.9140280E-01  0.2600711    
