  Z(cm)          B(V/cm)        Bz(0,0)        By(0,Y1)       Bx(0,y1)      By(x1,0)        Bx(x1,0)       Bx(x2,y2)         Bz(x2,y2)     By(x2,y2)
  60.10000      0.6595570      0.6595570      0.6029978       0.000000       0.000000      0.6029978      0.2589475     -0.8825914E-01  0.2589475    
  60.22000      0.6352938      0.6352938      0.5989630       0.000000       0.000000      0.5989630      0.2578573     -0.8500499E-01  0.2578573    
  60.34000      0.6113702      0.6113702      0.5950826       0.000000       0.000000      0.5950826      0.2568027     -0.8217739E-01  0.2568027    
  60.46000      0.5877316      0.5877316      0.5913343       0.000000       0.000000      0.5913343      0.2557815     -0.7905471E-01  0.2557815    
  60.58000      0.5643661      0.5643661      0.5877205       0.000000       0.000000      0.5877205      0.2547954     -0.7603227E-01  0.2547954    
  60.70000      0.5412623      0.5412623      0.5842382       0.000000       0.000000      0.5842382      0.2538410     -0.7312533E-01  0.2538410    
  60.82000      0.5184100      0.5184100      0.5808884       0.000000       0.000000      0.5808884      0.2529205     -0.7010917E-01  0.2529205    
  60.94000      0.4958298      0.4958298      0.5776896       0.000000       0.000000      0.5776896      0.2520397     -0.6699331E-01  0.2520397    
  61.06000      0.4734770      0.4734770      0.5746204       0.000000       0.000000      0.5746204      0.2511919     -0.6416912E-01  0.2511919    
  61.18000      0.4513408      0.4513408      0.5716828       0.000000       0.000000      0.5716828      0.2503780     -0.6118390E-01  0.2503780    
  61.30000      0.4294108      0.4294108      0.5688747       0.000000       0.000000      0.5688747      0.2495997     -0.5827623E-01  0.2495997    
  61.42000      0.4076774      0.4076774      0.5661968       0.000000       0.000000      0.5661968      0.2488556     -0.5537725E-01  0.2488556    
  61.54000      0.3861550      0.3861550      0.5636667       0.000000       0.000000      0.5636667      0.2481517     -0.5251314E-01  0.2481517    
  61.66000      0.3648071      0.3648071      0.5612651       0.000000       0.000000      0.5612651      0.2474800     -0.4969004E-01  0.2474800    
  61.78000      0.3436238      0.3436238      0.5589926       0.000000       0.000000      0.5589926      0.2468440     -0.4686189E-01  0.2468440    
  61.90000      0.3225957      0.3225957      0.5568479       0.000000       0.000000      0.5568479      0.2462434     -0.4399307E-01  0.2462434    
  62.02000      0.3017137      0.3017137      0.5548314       0.000000       0.000000      0.5548314      0.2456775     -0.4119358E-01  0.2456775    
  62.14000      0.2809862      0.2809862      0.5529608       0.000000       0.000000      0.5529608      0.2451510     -0.3837502E-01  0.2451510    
  62.26000      0.2603841      0.2603841      0.5512171       0.000000       0.000000      0.5512171      0.2446609     -0.3558628E-01  0.2446609    
  62.38000      0.2398983      0.2398983      0.5496004       0.000000       0.000000      0.5496004      0.2442057     -0.3279518E-01  0.2442057    
  62.50000      0.2195198      0.2195198      0.5481101       0.000000       0.000000      0.5481101      0.2437849     -0.3000910E-01  0.2437849    
  62.62000      0.1992398      0.1992398      0.5467466       0.000000       0.000000      0.5467466      0.2433994     -0.2727296E-01  0.2433994    
  62.74000      0.1790614      0.1790614      0.5455275       0.000000       0.000000      0.5455275      0.2430546     -0.2453940E-01  0.2430546    
  62.86000      0.1589617      0.1589617      0.5444343       0.000000       0.000000      0.5444343      0.2427448     -0.2180386E-01  0.2427448    
  62.98000      0.1389327      0.1389327      0.5434669       0.000000       0.000000      0.5434669      0.2424710     -0.1906176E-01  0.2424710    
  63.10000      0.1189654      0.1189654      0.5426249       0.000000       0.000000      0.5426249      0.2422322     -0.1631564E-01  0.2422322    
  63.22000      0.9905074E-01  0.9905074E-01  0.5419090       0.000000       0.000000      0.5419090      0.2420289     -0.1358286E-01  0.2420289    
  63.34000      0.7918813E-01  0.7918813E-01  0.5413364       0.000000       0.000000      0.5413364      0.2418663     -0.1084673E-01  0.2418663    
  63.46000      0.5935401E-01  0.5935401E-01  0.5408890       0.000000       0.000000      0.5408890      0.2417393     -0.8139430E-02  0.2417393    
  63.58000      0.3954948E-01  0.3954948E-01  0.5405668       0.000000       0.000000      0.5405668      0.2416478     -0.5426631E-02  0.2416478    
  63.70000      0.1976924E-01  0.1976924E-01  0.5403181       0.000000       0.000000      0.5403181      0.2416795     -0.2712479E-02  0.2416795    
  63.82000      0.2567372E-06  0.2567372E-06 -0.3159013       0.000000       0.000000     -0.3159013     -0.1412106     -0.3530073E-07 -0.1412106    
  63.94000      0.1156624E-01  0.1156624E-01 -0.3159373       0.000000       0.000000     -0.3159373     -0.1412007     -0.1589162E-02 -0.1412007    
  64.06000      0.2313730E-01  0.2313730E-01 -0.3160515       0.000000       0.000000     -0.3160515     -0.1412744     -0.3174308E-02 -0.1412744    
  64.18000      0.3471757E-01  0.3471757E-01 -0.3162373       0.000000       0.000000     -0.3162373     -0.1413269     -0.4754294E-02 -0.1413269    
  64.30000      0.4631337E-01  0.4631337E-01 -0.3164960       0.000000       0.000000     -0.3164960     -0.1414000     -0.6346430E-02 -0.1414000    
  64.42000      0.5792951E-01  0.5792951E-01 -0.3168283       0.000000       0.000000     -0.3168283     -0.1414941     -0.7972477E-02 -0.1414941    
  64.54000      0.6957512E-01  0.6957512E-01 -0.3172442       0.000000       0.000000     -0.3172442     -0.1416119     -0.9544100E-02 -0.1416119    
  64.66000      0.8125223E-01  0.8125223E-01 -0.3177335       0.000000       0.000000     -0.3177335     -0.1417502     -0.1114230E-01 -0.1417502    
  64.78000      0.9296527E-01  0.9296527E-01 -0.3182967       0.000000       0.000000     -0.3182967     -0.1419095     -0.1272649E-01 -0.1419095    
  64.90000      0.1047187      0.1047187     -0.3189328       0.000000       0.000000     -0.3189328     -0.1420894     -0.1431796E-01 -0.1420894    
  65.02000      0.1165174      0.1165174     -0.3196434       0.000000       0.000000     -0.3196434     -0.1422900     -0.1594571E-01 -0.1422900    
  65.14000      0.1283731      0.1283731     -0.3204384       0.000000       0.000000     -0.3204384     -0.1425143     -0.1754718E-01 -0.1425143    
  65.26000      0.1402872      0.1402872     -0.3213072       0.000000       0.000000     -0.3213072     -0.1427593     -0.1921789E-01 -0.1427593    
  65.38000      0.1522663      0.1522663     -0.3222507       0.000000       0.000000     -0.3222507     -0.1430246     -0.2084618E-01 -0.1430246    
  65.50000      0.1643134      0.1643134     -0.3232684       0.000000       0.000000     -0.3232684     -0.1433106     -0.2246188E-01 -0.1433106    
  65.62000      0.1764326      0.1764326     -0.3243610       0.000000       0.000000     -0.3243610     -0.1436173     -0.2408077E-01 -0.1436173    
  65.74000      0.1886411      0.1886411     -0.3255382       0.000000       0.000000     -0.3255382     -0.1439477     -0.2568666E-01 -0.1439477    
  65.86000      0.2009372      0.2009372     -0.3267901       0.000000       0.000000     -0.3267901     -0.1442981     -0.2740013E-01 -0.1442981    
  65.98000      0.2133247      0.2133247     -0.3281168       0.000000       0.000000     -0.3281168     -0.1446692     -0.2909558E-01 -0.1446692    
  66.10000      0.2258064      0.2258064     -0.3295180       0.000000       0.000000     -0.3295180     -0.1450602     -0.3072401E-01 -0.1450602    
  66.22000      0.2383881      0.2383881     -0.3309946       0.000000       0.000000     -0.3309946     -0.1454718     -0.3235175E-01 -0.1454718    
  66.34000      0.2510926      0.2510926     -0.3325580       0.000000       0.000000     -0.3325580     -0.1459062     -0.3404796E-01 -0.1459062    
  66.46000      0.2639109      0.2639109     -0.3341969       0.000000       0.000000     -0.3341969     -0.1463605     -0.3576723E-01 -0.1463605    
  66.58000      0.2768502      0.2768502     -0.3359122       0.000000       0.000000     -0.3359122     -0.1468356     -0.3749062E-01 -0.1468356    
  66.70000      0.2899159      0.2899159     -0.3377027       0.000000       0.000000     -0.3377027     -0.1473292     -0.3920985E-01 -0.1473292    
  66.82000      0.3031156      0.3031156     -0.3395701       0.000000       0.000000     -0.3395701     -0.1478441     -0.4086755E-01 -0.1478441    
  66.94000      0.3164768      0.3164768     -0.3415250       0.000000       0.000000     -0.3415250     -0.1483810     -0.4267480E-01 -0.1483810    
  67.06000      0.3299849      0.3299849     -0.3435570       0.000000       0.000000     -0.3435570     -0.1489381     -0.4441482E-01 -0.1489381    
  67.18000      0.3436464      0.3436464     -0.3456672       0.000000       0.000000     -0.3456672     -0.1495139     -0.4619962E-01 -0.1495139    
  67.30000      0.3574673      0.3574673     -0.3478552       0.000000       0.000000     -0.3478552     -0.1501089     -0.4794716E-01 -0.1501089    
  67.42000      0.3714539      0.3714539     -0.3501206       0.000000       0.000000     -0.3501206     -0.1507247     -0.4978478E-01 -0.1507247    
  67.54000      0.3856373      0.3856373     -0.3524761       0.000000       0.000000     -0.3524761     -0.1513623     -0.5172867E-01 -0.1513623    
  67.66000      0.4000041      0.4000041     -0.3549097       0.000000       0.000000     -0.3549097     -0.1520182     -0.5349308E-01 -0.1520182    
  67.78000      0.4145625      0.4145625     -0.3574235       0.000000       0.000000     -0.3574235     -0.1526933     -0.5535624E-01 -0.1526933    
  67.90000      0.4293158      0.4293158     -0.3600169       0.000000       0.000000     -0.3600169     -0.1533892     -0.5718137E-01 -0.1533892    
  68.02000      0.4442721      0.4442721     -0.3626884       0.000000       0.000000     -0.3626884     -0.1541015     -0.5901249E-01 -0.1541015    
  68.14000      0.4594710      0.4594710     -0.3654520       0.000000       0.000000     -0.3654520     -0.1548365     -0.6096653E-01 -0.1548365    
  68.26000      0.4748893      0.4748893     -0.3682960       0.000000       0.000000     -0.3682960     -0.1555894     -0.6290113E-01 -0.1555894    
  68.38000      0.4905379      0.4905379     -0.3712219       0.000000       0.000000     -0.3712219     -0.1563610     -0.6487447E-01 -0.1563610    
  68.50000      0.5064244      0.5064244     -0.3742285       0.000000       0.000000     -0.3742285     -0.1571509     -0.6669932E-01 -0.1571509    
  68.62000      0.5225570      0.5225570     -0.3773158       0.000000       0.000000     -0.3773158     -0.1579604     -0.6873871E-01 -0.1579604    
  68.74000      0.5389816      0.5389816     -0.3804977       0.000000       0.000000     -0.3804977     -0.1587892     -0.7073515E-01 -0.1587892    
  68.86000      0.5556732      0.5556732     -0.3837627       0.000000       0.000000     -0.3837627     -0.1596372     -0.7272976E-01 -0.1596372    
  68.98000      0.5726407      0.5726407     -0.3871073       0.000000       0.000000     -0.3871073     -0.1605010     -0.7466813E-01 -0.1605010    
  69.10000      0.5898909      0.5898909     -0.3905366       0.000000       0.000000     -0.3905366     -0.1613819     -0.7690082E-01 -0.1613819    
  69.22000      0.6074352      0.6074352     -0.3940496       0.000000       0.000000     -0.3940496     -0.1622818     -0.7884939E-01 -0.1622818    
  69.34000      0.6253288      0.6253288     -0.3976582       0.000000       0.000000     -0.3976582     -0.1632013     -0.8102591E-01 -0.1632013    
  69.46000      0.6435391      0.6435391     -0.4013519       0.000000       0.000000     -0.4013519     -0.1641371     -0.8307551E-01 -0.1641371    
  69.58000      0.6620774      0.6620774     -0.4051284       0.000000       0.000000     -0.4051284     -0.1650893     -0.8536834E-01 -0.1650893    
  69.70000      0.6809534      0.6809534     -0.4089899       0.000000       0.000000     -0.4089899     -0.1660582     -0.8751939E-01 -0.1660582    
  69.82000      0.7001791      0.7001791     -0.4129376       0.000000       0.000000     -0.4129376     -0.1670432     -0.8964586E-01 -0.1670432    
  69.94000      0.7198195      0.7198195     -0.4169829       0.000000       0.000000     -0.4169829     -0.1680477     -0.9193015E-01 -0.1680477    
  70.06000      0.7398357      0.7398357     -0.4211135       0.000000       0.000000     -0.4211135     -0.1690665     -0.9402909E-01 -0.1690665    
  70.18000      0.7602410      0.7602410     -0.4253317       0.000000       0.000000     -0.4253317     -0.1701008     -0.9634783E-01 -0.1701008    
  70.30000      0.7810464      0.7810464     -0.4296355       0.000000       0.000000     -0.4296355     -0.1711507     -0.9871984E-01 -0.1711507    
  70.42000      0.8022672      0.8022672     -0.4340245       0.000000       0.000000     -0.4340245     -0.1722171     -0.1009883     -0.1722171    
  70.54000      0.8239796      0.8239796     -0.4385144       0.000000       0.000000     -0.4385144     -0.1732987     -0.1034512     -0.1732987    
  70.66000      0.8461362      0.8461362     -0.4430903       0.000000       0.000000     -0.4430903     -0.1743954     -0.1057488     -0.1743954    
  70.78000      0.8687535      0.8687535     -0.4477542       0.000000       0.000000     -0.4477542     -0.1755059     -0.1082283     -0.1755059    
  70.90000      0.8918447      0.8918447     -0.4525075       0.000000       0.000000     -0.4525075     -0.1766321     -0.1106331     -0.1766321    
  71.02000      0.9154268      0.9154268     -0.4573475       0.000000       0.000000     -0.4573475     -0.1777690     -0.1129458     -0.1777690    
  71.14000      0.9395906      0.9395906     -0.4622918       0.000000       0.000000     -0.4622918     -0.1789217     -0.1154756     -0.1789217    
  71.26000      0.9642806      0.9642806     -0.4673242       0.000000       0.000000     -0.4673242     -0.1800881     -0.1181760     -0.1800881    
  71.38000      0.9895159      0.9895159     -0.4724441       0.000000       0.000000     -0.4724441     -0.1812681     -0.1207291     -0.1812681    
  71.50000       1.015311       1.015311     -0.4776533       0.000000       0.000000     -0.4776533     -0.1824577     -0.1232007     -0.1824577    
  71.62000       1.041688       1.041688     -0.4829518       0.000000       0.000000     -0.4829518     -0.1836624     -0.1256768     -0.1836624    
  71.74000       1.068752       1.068752     -0.4883524       0.000000       0.000000     -0.4883524     -0.1848793     -0.1286953     -0.1848793    
  71.86000       1.096439       1.096439     -0.4938423       0.000000       0.000000     -0.4938423     -0.1861079     -0.1314250     -0.1861079    
  71.98000       1.124770       1.124770     -0.4994217       0.000000       0.000000     -0.4994217     -0.1873466     -0.1341783     -0.1873466    
  72.10000       1.153765       1.153765     -0.5050910       0.000000       0.000000     -0.5050910     -0.1885947     -0.1369588     -0.1885947    
  72.22000       1.183446       1.183446     -0.5108482       0.000000       0.000000     -0.5108482     -0.1898537     -0.1398909     -0.1898537    
  72.34000       1.213944       1.213944     -0.5167084       0.000000       0.000000     -0.5167084     -0.1911244     -0.1426416     -0.1911244    
  72.46000       1.245178       1.245178     -0.5226581       0.000000       0.000000     -0.5226581     -0.1924038     -0.1454073     -0.1924038    
  72.58000       1.277178       1.277178     -0.5286959       0.000000       0.000000     -0.5286959     -0.1936910     -0.1483122     -0.1936910    
  72.70000       1.309965       1.309965     -0.5348217       0.000000       0.000000     -0.5348217     -0.1949857     -0.1513369     -0.1949857    
  72.82000       1.343568       1.343568     -0.5410371       0.000000       0.000000     -0.5410371     -0.1962920     -0.1542775     -0.1962920    
  72.94000       1.378140       1.378140     -0.5473543       0.000000       0.000000     -0.5473543     -0.1976037     -0.1572705     -0.1976037    
  73.06000       1.413588       1.413588     -0.5537590       0.000000       0.000000     -0.5537590     -0.1989240     -0.1604063     -0.1989240    
  73.18000       1.449947       1.449947     -0.5602500       0.000000       0.000000     -0.5602500     -0.2002469     -0.1634662     -0.2002469    
  73.30000       1.487243       1.487243     -0.5668281       0.000000       0.000000     -0.5668281     -0.2015773     -0.1665201     -0.2015773    
  73.42000       1.525511       1.525511     -0.5734935       0.000000       0.000000     -0.5734935     -0.2029130     -0.1700367     -0.2029130    
  73.54000       1.564932       1.564932     -0.5802570       0.000000       0.000000     -0.5802570     -0.2042550     -0.1730402     -0.2042550    
  73.66000       1.605398       1.605398     -0.5871057       0.000000       0.000000     -0.5871057     -0.2056004     -0.1764873     -0.2056004    
  73.78000       1.646949       1.646949     -0.5940387       0.000000       0.000000     -0.5940387     -0.2069491     -0.1797799     -0.2069491    
  73.90000       1.689617       1.689617     -0.6010555       0.000000       0.000000     -0.6010555     -0.2083029     -0.1829898     -0.2083029    
  74.02000       1.733443       1.733443     -0.6081572       0.000000       0.000000     -0.6081572     -0.2096581     -0.1864333     -0.2096581    
  74.14000       1.778645       1.778645     -0.6153497       0.000000       0.000000     -0.6153497     -0.2110140     -0.1900724     -0.2110140    
  74.26000       1.825095       1.825095     -0.6226239       0.000000       0.000000     -0.6226239     -0.2123737     -0.1936899     -0.2123737    
  74.38000       1.872846       1.872846     -0.6299760       0.000000       0.000000     -0.6299760     -0.2137286     -0.1971336     -0.2137286    
  74.50000       1.921945       1.921945     -0.6374080       0.000000       0.000000     -0.6374080     -0.2150900     -0.2005125     -0.2150900    
  74.62000       1.972445       1.972445     -0.6449135       0.000000       0.000000     -0.6449135     -0.2164468     -0.2040640     -0.2164468    
  74.74000       2.024611       2.024611     -0.6525068       0.000000       0.000000     -0.6525068     -0.2178008     -0.2079691     -0.2178008    
  74.86000       2.078279       2.078279     -0.6601731       0.000000       0.000000     -0.6601731     -0.2191547     -0.2115322     -0.2191547    
  74.98000       2.133502       2.133502     -0.6679106       0.000000       0.000000     -0.6679106     -0.2205060     -0.2154950     -0.2205060    
  75.10000       2.190327       2.190327     -0.6757200       0.000000       0.000000     -0.6757200     -0.2218575     -0.2194766     -0.2218575    
  75.22000       2.248821       2.248821     -0.6835976       0.000000       0.000000     -0.6835976     -0.2231996     -0.2231457     -0.2231996    
  75.34000       2.309327       2.309327     -0.6915530       0.000000       0.000000     -0.6915530     -0.2245353     -0.2271110     -0.2245353    
  75.46000       2.371659       2.371659     -0.6995698       0.000000       0.000000     -0.6995698     -0.2258693     -0.2309543     -0.2258693    
  75.58000       2.435875       2.435875     -0.7076502       0.000000       0.000000     -0.7076502     -0.2271920     -0.2351810     -0.2271920    
  75.70000       2.502029       2.502029     -0.7157914       0.000000       0.000000     -0.7157914     -0.2285095     -0.2387477     -0.2285095    
  75.82000       2.570216       2.570216     -0.7239882       0.000000       0.000000     -0.7239882     -0.2298205     -0.2430219     -0.2298205    
  75.94000       2.640845       2.640845     -0.7322471       0.000000       0.000000     -0.7322471     -0.2311214     -0.2473342     -0.2311214    
  76.06000       2.713670       2.713670     -0.7405561       0.000000       0.000000     -0.7405561     -0.2324129     -0.2512251     -0.2324129    
  76.18000       2.788782       2.788782     -0.7489128       0.000000       0.000000     -0.7489128     -0.2336939     -0.2560440     -0.2336939    
  76.30000       2.866276       2.866276     -0.7573177       0.000000       0.000000     -0.7573177     -0.2349637     -0.2599014     -0.2349637    
  76.42000       2.946246       2.946246     -0.7657603       0.000000       0.000000     -0.7657603     -0.2362189     -0.2646899     -0.2362189    
  76.54000       3.029165       3.029165     -0.7742454       0.000000       0.000000     -0.7742454     -0.2374652     -0.2688576     -0.2374652    
  76.66000       3.114774       3.114774     -0.7827659       0.000000       0.000000     -0.7827659     -0.2386955     -0.2731747     -0.2386955    
  76.78000       3.203188       3.203188     -0.7913151       0.000000       0.000000     -0.7913151     -0.2399105     -0.2778463     -0.2399105    
  76.90000       3.294506       3.294506     -0.7998919       0.000000       0.000000     -0.7998919     -0.2411121     -0.2818344     -0.2411121    
  77.02000       3.388855       3.388855     -0.8084857       0.000000       0.000000     -0.8084857     -0.2422934     -0.2869854     -0.2422934    
  77.14000       3.486824       3.486824     -0.8171048       0.000000       0.000000     -0.8171048     -0.2434609     -0.2910355     -0.2434609    
  77.26000       3.588089       3.588089     -0.8257351       0.000000       0.000000     -0.8257351     -0.2446057     -0.2959465     -0.2446057    
  77.38000       3.692802       3.692802     -0.8343689       0.000000       0.000000     -0.8343689     -0.2457359     -0.3008429     -0.2457359    
  77.50000       3.801092       3.801092     -0.8430035       0.000000       0.000000     -0.8430035     -0.2468458     -0.3058331     -0.2468458    
  77.62000       3.913107       3.913107     -0.8516335       0.000000       0.000000     -0.8516335     -0.2479327     -0.3108330     -0.2479327    
  77.74000       4.029587       4.029587     -0.8602568       0.000000       0.000000     -0.8602568     -0.2490009     -0.3154605     -0.2490009    
  77.86000       4.150137       4.150137     -0.8688644       0.000000       0.000000     -0.8688644     -0.2500465     -0.3204637     -0.2500465    
  77.98000       4.274949       4.274949     -0.8774471       0.000000       0.000000     -0.8774471     -0.2510650     -0.3255104     -0.2510650    
  78.10000       4.404183       4.404183     -0.8860009       0.000000       0.000000     -0.8860009     -0.2520634     -0.3300142     -0.2520634    
  78.22000       4.538034       4.538034     -0.8945219       0.000000       0.000000     -0.8945219     -0.2530356     -0.3364225     -0.2530356    
  78.34000       4.677420       4.677420     -0.9029986       0.000000       0.000000     -0.9029986     -0.2539750     -0.3405921     -0.2539750    
  78.46000       4.821861       4.821861     -0.9114262       0.000000       0.000000     -0.9114262     -0.2548913     -0.3460433     -0.2548913    
  78.58000       4.971597       4.971597     -0.9197921       0.000000       0.000000     -0.9197921     -0.2557801     -0.3515433     -0.2557801    
  78.70000       5.126838       5.126838     -0.9280975       0.000000       0.000000     -0.9280975     -0.2566406     -0.3569083     -0.2566406    
  78.82000       5.287828       5.287828     -0.9363341       0.000000       0.000000     -0.9363341     -0.2574775     -0.3618234     -0.2574775    
  78.94000       5.455723       5.455723     -0.9444712       0.000000       0.000000     -0.9444712     -0.2582728     -0.3673257     -0.2582728    
  79.06000       5.629932       5.629932     -0.9525275       0.000000       0.000000     -0.9525275     -0.2590443     -0.3726097     -0.2590443    
  79.18000       5.810761       5.810761     -0.9604815       0.000000       0.000000     -0.9604815     -0.2597800     -0.3782910     -0.2597800    
  79.30000       5.998477       5.998477     -0.9683322       0.000000       0.000000     -0.9683322     -0.2604817     -0.3835708     -0.2604817    
  79.42000       6.193395       6.193395     -0.9760725       0.000000       0.000000     -0.9760725     -0.2611536     -0.3896230     -0.2611536    
  79.54000       6.396973       6.396973     -0.9836589       0.000000       0.000000     -0.9836589     -0.2617902     -0.3948685     -0.2617902    
  79.66000       6.608479       6.608479     -0.9911168       0.000000       0.000000     -0.9911168     -0.2623885     -0.4008878     -0.2623885    
  79.78000       6.828301       6.828301     -0.9984295       0.000000       0.000000     -0.9984295     -0.2629556     -0.4066118     -0.2629556    
  79.90000       7.056793       7.056793      -1.005589       0.000000       0.000000      -1.005589     -0.2634858     -0.4120400     -0.2634858    
  80.02000       7.294349       7.294349      -1.012588       0.000000       0.000000      -1.012588     -0.2639873     -0.4184914     -0.2639873    
  80.14000       7.542822       7.542822      -1.019379       0.000000       0.000000      -1.019379     -0.2644343     -0.4239118     -0.2644343    
  80.26000       7.801296       7.801296      -1.025986       0.000000       0.000000      -1.025986     -0.2648447     -0.4300882     -0.2648447    
  80.38000       8.070275       8.070275      -1.032392       0.000000       0.000000      -1.032392     -0.2652185     -0.4362536     -0.2652185    
  80.50000       8.350206       8.350206      -1.038594       0.000000       0.000000      -1.038594     -0.2655620     -0.4416558     -0.2655620    
  80.62000       8.641604       8.641604      -1.044586       0.000000       0.000000      -1.044586     -0.2658556     -0.4479793     -0.2658556    
  80.74000       8.946825       8.946825      -1.050293       0.000000       0.000000      -1.050293     -0.2661168     -0.4538469     -0.2661168    
  80.86000       9.264709       9.264709      -1.055770       0.000000       0.000000      -1.055770     -0.2663350     -0.4604686     -0.2663350    
  80.98000       9.595909       9.595909      -1.060989       0.000000       0.000000      -1.060989     -0.2665119     -0.4665292     -0.2665119    
  81.10000       9.941008       9.941008      -1.065943       0.000000       0.000000      -1.065943     -0.2666410     -0.4728722     -0.2666410    
  81.22000       10.30065       10.30065      -1.070624       0.000000       0.000000      -1.070624     -0.2667331     -0.4787597     -0.2667331    
  81.34000       10.67784       10.67784      -1.074957       0.000000       0.000000      -1.074957     -0.2667851     -0.4855852     -0.2667851    
  81.46000       11.07113       11.07113      -1.078998       0.000000       0.000000      -1.078998     -0.2667908     -0.4919578     -0.2667908    
  81.58000       11.48132       11.48132      -1.082723       0.000000       0.000000      -1.082723     -0.2667600     -0.4982170     -0.2667600    
  81.70000       11.90919       11.90919      -1.086121       0.000000       0.000000      -1.086121     -0.2666832     -0.5046882     -0.2666832    
  81.82000       12.35554       12.35554      -1.089181       0.000000       0.000000      -1.089181     -0.2665608     -0.5117784     -0.2665608    
  81.94000       12.82420       12.82420      -1.091840       0.000000       0.000000      -1.091840     -0.2664059     -0.5176361     -0.2664059    
  82.06000       13.31332       13.31332      -1.094134       0.000000       0.000000      -1.094134     -0.2662049     -0.5245799     -0.2662049    
  82.18000       13.82393       13.82393      -1.096056       0.000000       0.000000      -1.096056     -0.2659622     -0.5310904     -0.2659622    
  82.30000       14.35699       14.35699      -1.097596       0.000000       0.000000      -1.097596     -0.2656825     -0.5381637     -0.2656825    
  82.42000       14.91354       14.91354      -1.098743       0.000000       0.000000      -1.098743     -0.2653515     -0.5446010     -0.2653515    
  82.54000       15.49842       15.49842      -1.099415       0.000000       0.000000      -1.099415     -0.2649988     -0.5517560     -0.2649988    
  82.66000       16.10924       16.10924      -1.099677       0.000000       0.000000      -1.099677     -0.2645962     -0.5589014     -0.2645962    
  82.78000       16.74732       16.74732      -1.099508       0.000000       0.000000      -1.099508     -0.2641591     -0.5661277     -0.2641591    
  82.90000       17.41384       17.41384      -1.098899       0.000000       0.000000      -1.098899     -0.2636835     -0.5731719     -0.2636835    
  83.02000       18.11006       18.11006      -1.097853       0.000000       0.000000      -1.097853     -0.2631653     -0.5801673     -0.2631653    
  83.14000       18.84209       18.84209      -1.096272       0.000000       0.000000      -1.096272     -0.2626297     -0.5871164     -0.2626297    
  83.26000       19.60686       19.60686      -1.094239       0.000000       0.000000      -1.094239     -0.2620472     -0.5947309     -0.2620472    
  83.38000       20.40594       20.40594      -1.091729       0.000000       0.000000      -1.091729     -0.2614384     -0.6024319     -0.2614384    
  83.50000       21.24083       21.24083      -1.088748       0.000000       0.000000      -1.088748     -0.2608037     -0.6100891     -0.2608037    
  83.62000       22.11300       22.11300      -1.085273       0.000000       0.000000      -1.085273     -0.2601485     -0.6168934     -0.2601485    
  83.74000       23.02990       23.02990      -1.081255       0.000000       0.000000      -1.081255     -0.2594525     -0.6245411     -0.2594525    
  83.86000       23.98778       23.98778      -1.076733       0.000000       0.000000      -1.076733     -0.2587494     -0.6326898     -0.2587494    
  83.98000       24.98828       24.98828      -1.071715       0.000000       0.000000      -1.071715     -0.2580250     -0.6411087     -0.2580250    
  84.10000       26.03325       26.03325      -1.066202       0.000000       0.000000      -1.066202     -0.2572836     -0.6486077     -0.2572836    
  84.22000       27.12432       27.12432      -1.060183       0.000000       0.000000      -1.060183     -0.2565385     -0.6572881     -0.2565385    
  84.34000       28.27049       28.27049      -1.053592       0.000000       0.000000      -1.053592     -0.2557838     -0.6649201     -0.2557838    
  84.46000       29.46696       29.46696      -1.046500       0.000000       0.000000      -1.046500     -0.2550274     -0.6733779     -0.2550274    
  84.58000       30.71543       30.71543      -1.038908       0.000000       0.000000      -1.038908     -0.2542822     -0.6819018     -0.2542822    
  84.70000       32.01793       32.01793      -1.030820       0.000000       0.000000      -1.030820     -0.2535543     -0.6909753     -0.2535543    
  84.82000       33.37629       33.37629      -1.022233       0.000000       0.000000      -1.022233     -0.2528431     -0.6994033     -0.2528431    
  84.94000       34.80071       34.80071      -1.013096       0.000000       0.000000      -1.013096     -0.2521688     -0.7092356     -0.2521688    
  85.06000       36.28530       36.28530      -1.003475       0.000000       0.000000      -1.003475     -0.2515313     -0.7183954     -0.2515313    
  85.18000       37.83160       37.83160     -0.9933867       0.000000       0.000000     -0.9933867     -0.2509513     -0.7276984     -0.2509513    
  85.30000       39.44155       39.44155     -0.9828227       0.000000       0.000000     -0.9828227     -0.2504254     -0.7376037     -0.2504254    
  85.42000       41.11689       41.11689     -0.9718073       0.000000       0.000000     -0.9718073     -0.2499788     -0.7473614     -0.2499788    
  85.54000       42.86883       42.86883     -0.9602739       0.000000       0.000000     -0.9602739     -0.2496448     -0.7587555     -0.2496448    
  85.66000       44.68988       44.68988     -0.9483315       0.000000       0.000000     -0.9483315     -0.2494318     -0.7692411     -0.2494318    
  85.78000       46.58120       46.58120     -0.9359673       0.000000       0.000000     -0.9359673     -0.2493543     -0.7805622     -0.2493543    
  85.90000       48.54426       48.54426     -0.9232077       0.000000       0.000000     -0.9232077     -0.2494502     -0.7920446     -0.2494502    
  86.02000       50.58029       50.58029     -0.9100572       0.000000       0.000000     -0.9100572     -0.2497362     -0.8043286     -0.2497362    
  86.14000       52.70073       52.70073     -0.8965024       0.000000       0.000000     -0.8965024     -0.2502837     -0.8162060     -0.2502837    
  86.26000       54.89632       54.89632     -0.8825942       0.000000       0.000000     -0.8825942     -0.2511215     -0.8289675     -0.2511215    
