R Z Br Bz
9.000000000000001055e-03 -8.099999999999998868e-02 -2.884780120494885233e-02 2.378829442156782381e-01
9.000000000000001055e-03 -7.999999999999998779e-02 -2.958797998612832172e-02 2.443484553269121007e-01
9.000000000000001055e-03 -7.899999999999998690e-02 -3.034131991058536260e-02 2.509798579696859711e-01
9.000000000000001055e-03 -7.799999999999998601e-02 -3.111347474820806702e-02 2.577799795864069710e-01
9.000000000000001055e-03 -7.699999999999998512e-02 -3.190245794149262903e-02 2.647599601828828364e-01
9.000000000000001055e-03 -7.599999999999998423e-02 -3.268759579519199543e-02 2.719136115486192051e-01
9.000000000000001055e-03 -7.499999999999998335e-02 -3.348301276679131744e-02 2.792430569503137061e-01
9.000000000000001055e-03 -7.399999999999998246e-02 -3.429001934120157885e-02 2.867505365098595438e-01
9.000000000000001055e-03 -7.299999999999998157e-02 -3.510681845804367041e-02 2.944383411253597149e-01
9.000000000000001055e-03 -7.199999999999998068e-02 -3.596802106283761985e-02 3.023091859917133584e-01
9.000000000000001055e-03 -7.099999999999997979e-02 -3.685520077369829062e-02 3.104028799304522912e-01
9.000000000000001055e-03 -6.999999999999997891e-02 -3.768898306440661428e-02 3.186821765776672311e-01
9.000000000000001055e-03 -6.899999999999997802e-02 -3.852311008903067796e-02 3.271469297761006034e-01
9.000000000000001055e-03 -6.799999999999997713e-02 -3.935967513004341028e-02 3.357974166516718983e-01
9.000000000000001055e-03 -6.699999999999997624e-02 -4.019661238896565097e-02 3.446339538412608317e-01
9.000000000000001055e-03 -6.599999999999997535e-02 -4.108420894959508712e-02 3.536575561759899289e-01
9.000000000000001055e-03 -6.499999999999997446e-02 -4.199100853961006824e-02 3.629193888742391905e-01
9.000000000000001055e-03 -6.400000000000000133e-02 -4.281762592141922369e-02 3.723662583031397966e-01
9.000000000000001055e-03 -6.300000000000000044e-02 -4.362969950899048266e-02 3.819951873982776469e-01
9.000000000000001055e-03 -6.199999999999999956e-02 -4.443319428053519454e-02 3.918037979661347370e-01
9.000000000000001055e-03 -6.099999999999999867e-02 -4.522630075842678371e-02 4.017898190027164862e-01
9.000000000000001055e-03 -5.999999999999999778e-02 -4.609310903742547261e-02 4.119520651760514851e-01
9.000000000000001055e-03 -5.899999999999999689e-02 -4.697493024373885356e-02 4.223749156818048522e-01
9.000000000000001055e-03 -5.799999999999999600e-02 -4.770797351400242470e-02 4.329648519342434998e-01
9.000000000000001055e-03 -5.699999999999999512e-02 -4.840741252796215699e-02 4.437139314540485824e-01
9.000000000000001055e-03 -5.599999999999999423e-02 -4.907820136232814157e-02 4.546152986210492131e-01
9.000000000000001055e-03 -5.499999999999999334e-02 -4.971809162341902372e-02 4.656621832712967146e-01
9.000000000000001055e-03 -5.399999999999999245e-02 -5.041878003482589549e-02 4.768490145950085024e-01
9.000000000000001055e-03 -5.299999999999999156e-02 -5.111515519691484793e-02 4.882628442588394235e-01
9.000000000000001055e-03 -5.199999999999999067e-02 -5.163193106804190441e-02 4.997981346931433255e-01
9.000000000000001055e-03 -5.099999999999998979e-02 -5.209197645522966463e-02 5.114419895081995238e-01
9.000000000000001055e-03 -4.999999999999998890e-02 -5.250089898094537078e-02 5.231826766612919233e-01
9.000000000000001055e-03 -4.899999999999998801e-02 -5.285869306602161005e-02 5.350085710045208165e-01
9.000000000000001055e-03 -4.799999999999998712e-02 -5.324760240480608253e-02 5.469090993969945025e-01
9.000000000000001055e-03 -4.699999999999998623e-02 -5.360308192325026477e-02 5.589565005396038844e-01
9.000000000000001055e-03 -4.599999999999998535e-02 -5.377348255514101394e-02 5.710508539981267173e-01
9.000000000000001055e-03 -4.499999999999998446e-02 -5.387339683037190019e-02 5.831750091288913085e-01
9.000000000000001055e-03 -4.399999999999998357e-02 -5.389907308643328981e-02 5.953129856867284131e-01
9.000000000000001055e-03 -4.299999999999998268e-02 -5.385085873678976953e-02 6.074487099600710538e-01
9.000000000000001055e-03 -4.199999999999998179e-02 -5.376884829172968311e-02 6.195666623821539654e-01
9.000000000000001055e-03 -4.099999999999998090e-02 -5.362141523792705866e-02 6.316854599270439463e-01
9.000000000000001055e-03 -3.999999999999998002e-02 -5.334652441331585310e-02 6.437526452389291665e-01
9.000000000000001055e-03 -3.899999999999997913e-02 -5.299304460338401940e-02 6.557499402978184122e-01
9.000000000000001055e-03 -3.799999999999997824e-02 -5.255866531483250476e-02 6.676595608381712399e-01
9.000000000000001055e-03 -3.699999999999997735e-02 -5.204237160726565142e-02 6.794636472422660445e-01
9.000000000000001055e-03 -3.599999999999997646e-02 -5.139644537941433916e-02 6.911437462441958335e-01
9.000000000000001055e-03 -3.499999999999997558e-02 -5.066169428796320207e-02 7.026324792584525136e-01
9.000000000000001055e-03 -3.399999999999997469e-02 -4.992288324639318486e-02 7.139641609952654955e-01
9.000000000000001055e-03 -3.299999999999997380e-02 -4.911760705824256418e-02 7.251242247656026763e-01
9.000000000000001055e-03 -3.199999999999997291e-02 -4.824202905383198625e-02 7.360974262948883906e-01
9.000000000000001055e-03 -3.099999999999999978e-02 -4.729726579746940107e-02 7.468685064727013101e-01
9.000000000000001055e-03 -2.999999999999999889e-02 -4.620700925096375700e-02 7.574212320926464459e-01
9.000000000000001055e-03 -2.899999999999999800e-02 -4.504084974753711640e-02 7.676674540002895730e-01
9.000000000000001055e-03 -2.799999999999999711e-02 -4.391638444143431547e-02 7.776686330317210682e-01
9.000000000000001055e-03 -2.699999999999999623e-02 -4.274063282295431643e-02 7.874142632071473580e-01
9.000000000000001055e-03 -2.599999999999999534e-02 -4.151367763477399608e-02 7.968928886691636349e-01
9.000000000000001055e-03 -2.499999999999999445e-02 -4.023481552587008375e-02 8.060930520774455266e-01
9.000000000000001055e-03 -2.399999999999999356e-02 -3.880922827200240094e-02 8.150021030670131506e-01
9.000000000000001055e-03 -2.299999999999999267e-02 -3.732851003785672694e-02 8.235222739884552334e-01
9.000000000000001055e-03 -2.199999999999999178e-02 -3.592463295477543728e-02 8.317328829393237921e-01
9.000000000000001055e-03 -2.099999999999999090e-02 -3.448931944796655019e-02 8.396280948084380302e-01
9.000000000000001055e-03 -1.999999999999999001e-02 -3.302250617438291791e-02 8.472009086139529188e-01
9.000000000000001055e-03 -1.899999999999998912e-02 -3.152577421943223573e-02 8.544443604688424232e-01
9.000000000000001055e-03 -1.799999999999998823e-02 -2.992841650164071443e-02 8.613505637667437931e-01
9.000000000000001055e-03 -1.699999999999998734e-02 -2.828788776155925083e-02 8.678485924210279645e-01
9.000000000000001055e-03 -1.599999999999998646e-02 -2.672486252253384112e-02 8.739986657998570774e-01
9.000000000000001055e-03 -1.499999999999998557e-02 -2.513106572761241234e-02 8.797981702259753956e-01
9.000000000000001055e-03 -1.399999999999998468e-02 -2.353142551226210591e-02 8.852430525399750394e-01
9.000000000000001055e-03 -1.299999999999998379e-02 -2.191581564228101825e-02 8.903299721604293060e-01
9.000000000000001055e-03 -1.199999999999998290e-02 -2.022304355889988775e-02 8.950543437869284968e-01
9.000000000000001055e-03 -1.099999999999998201e-02 -1.851670071574664650e-02 8.993635842176491701e-01
9.000000000000001055e-03 -9.999999999999981126e-03 -1.685746270274105993e-02 9.033055988184347518e-01
9.000000000000001055e-03 -8.999999999999980238e-03 -1.520358482680524148e-02 9.068797837546470619e-01
9.000000000000001055e-03 -7.999999999999979350e-03 -1.353410158926189426e-02 9.100851027207343957e-01
9.000000000000001055e-03 -6.999999999999978462e-03 -1.186648508066245021e-02 9.129204121677785277e-01
9.000000000000001055e-03 -5.999999999999977573e-03 -1.020422923143752235e-02 9.153846856305161150e-01
9.000000000000001055e-03 -4.999999999999976685e-03 -8.522738050773160171e-03 9.174776015929200224e-01
9.000000000000001055e-03 -3.999999999999975797e-03 -6.839410249020160155e-03 9.191971496811937037e-01
9.000000000000001055e-03 -2.999999999999974909e-03 -5.147209949293091863e-03 9.205420251803920761e-01
9.000000000000001055e-03 -1.999999999999974021e-03 -3.456635518668390791e-03 9.215108887063786502e-01
9.000000000000001055e-03 -9.999999999999731326e-04 -1.757205502392034406e-03 9.221027708842471915e-01
9.000000000000001055e-03 0.000000000000000000e+00 0.000000000000000000e+00 9.223158468647948416e-01
9.000000000000001055e-03 1.000000000000000888e-03 1.757205502392081243e-03 9.221027708842471915e-01
9.000000000000001055e-03 2.000000000000001776e-03 3.456635518668438496e-03 9.215108887063786502e-01
9.000000000000001055e-03 3.000000000000002665e-03 5.147209949293051097e-03 9.205420251803918541e-01
9.000000000000001055e-03 4.000000000000003553e-03 6.839410249020206126e-03 9.191971496811937037e-01
9.000000000000001055e-03 5.000000000000004441e-03 8.522738050773120272e-03 9.174776015929199113e-01
9.000000000000001055e-03 6.000000000000005329e-03 1.020422923143757092e-02 9.153846856305164481e-01
9.000000000000001055e-03 7.000000000000006217e-03 1.186648508066241378e-02 9.129204121677777506e-01
9.000000000000001055e-03 8.000000000000007105e-03 1.353410158926185436e-02 9.100851027207343957e-01
9.000000000000001055e-03 9.000000000000007994e-03 1.520358482680537505e-02 9.068797837546468399e-01
9.000000000000001055e-03 1.000000000000000888e-02 1.685746270274107728e-02 9.033055988184348628e-01
9.000000000000001055e-03 1.100000000000000977e-02 1.851670071574660140e-02 8.993635842176490591e-01
9.000000000000001055e-03 1.200000000000001066e-02 2.022304355889983918e-02 8.950543437869281638e-01
9.000000000000001055e-03 1.300000000000001155e-02 2.191581564228115356e-02 8.903299721604291950e-01
9.000000000000001055e-03 1.400000000000001243e-02 2.353142551226215101e-02 8.852430525399747063e-01
9.000000000000001055e-03 1.500000000000001332e-02 2.513106572761244703e-02 8.797981702259748404e-01
9.000000000000001055e-03 1.600000000000001421e-02 2.672486252253388622e-02 8.739986657998561892e-01
9.000000000000001055e-03 1.700000000000001510e-02 2.828788776155929593e-02 8.678485924210277425e-01
9.000000000000001055e-03 1.800000000000001599e-02 2.992841650164083933e-02 8.613505637667435710e-01
9.000000000000001055e-03 1.900000000000001688e-02 3.152577421943239533e-02 8.544443604688423122e-01
9.000000000000001055e-03 2.000000000000001776e-02 3.302250617438304975e-02 8.472009086139526968e-01
9.000000000000001055e-03 2.100000000000001865e-02 3.448931944796651550e-02 8.396280948084379192e-01
9.000000000000001055e-03 2.200000000000001954e-02 3.592463295477548585e-02 8.317328829393237921e-01
9.000000000000001055e-03 2.300000000000002043e-02 3.732851003785676858e-02 8.235222739884555665e-01
9.000000000000001055e-03 2.400000000000002132e-02 3.880922827200253278e-02 8.150021030670128175e-01
9.000000000000001055e-03 2.500000000000002220e-02 4.023481552586998661e-02 8.060930520774461927e-01
9.000000000000001055e-03 2.600000000000002309e-02 4.151367763477385731e-02 7.968928886691635238e-01
9.000000000000001055e-03 2.700000000000002398e-02 4.274063282295434418e-02 7.874142632071471359e-01
9.000000000000001055e-03 2.800000000000002487e-02 4.391638444143435016e-02 7.776686330317202911e-01
9.000000000000001055e-03 2.900000000000002576e-02 4.504084974753710946e-02 7.676674540002892400e-01
9.000000000000001055e-03 3.000000000000002665e-02 4.620700925096373618e-02 7.574212320926462239e-01
9.000000000000001055e-03 3.100000000000002753e-02 4.729726579746942189e-02 7.468685064727011991e-01
9.000000000000001055e-03 3.200000000000002842e-02 4.824202905383207646e-02 7.360974262948869473e-01
9.000000000000001055e-03 3.300000000000002931e-02 4.911760705824257112e-02 7.251242247656018991e-01
9.000000000000001055e-03 3.400000000000003020e-02 4.992288324639322650e-02 7.139641609952649404e-01
9.000000000000001055e-03 3.500000000000003109e-02 5.066169428796325064e-02 7.026324792584521806e-01
9.000000000000001055e-03 3.600000000000003197e-02 5.139644537941438079e-02 6.911437462441943902e-01
9.000000000000001055e-03 3.700000000000003286e-02 5.204237160726566530e-02 6.794636472422651563e-01
9.000000000000001055e-03 3.800000000000003375e-02 5.255866531483257414e-02 6.676595608381695746e-01
9.000000000000001055e-03 3.900000000000003464e-02 5.299304460338404715e-02 6.557499402978173020e-01
9.000000000000001055e-03 4.000000000000003553e-02 5.334652441331585310e-02 6.437526452389285003e-01
9.000000000000001055e-03 4.100000000000003642e-02 5.362141523792707254e-02 6.316854599270450565e-01
9.000000000000001055e-03 4.200000000000003730e-02 5.376884829172969699e-02 6.195666623821526331e-01
9.000000000000001055e-03 4.300000000000003819e-02 5.385085873678976953e-02 6.074487099600701656e-01
9.000000000000001055e-03 4.400000000000003908e-02 5.389907308643330369e-02 5.953129856867268588e-01
9.000000000000001055e-03 4.500000000000003997e-02 5.387339683037190019e-02 5.831750091288909754e-01
9.000000000000001055e-03 4.600000000000004086e-02 5.377348255514101394e-02 5.710508539981262732e-01
9.000000000000001055e-03 4.700000000000004174e-02 5.360308192325025090e-02 5.589565005396024411e-01
9.000000000000001055e-03 4.800000000000004263e-02 5.324760240480606172e-02 5.469090993969930592e-01
9.000000000000001055e-03 4.899999999999998801e-02 5.285869306602163087e-02 5.350085710045217047e-01
9.000000000000001055e-03 4.999999999999998890e-02 5.250089898094537078e-02 5.231826766612919233e-01
9.000000000000001055e-03 5.099999999999998979e-02 5.209197645522964382e-02 5.114419895081989687e-01
9.000000000000001055e-03 5.199999999999999067e-02 5.163158164929305266e-02 4.997981400981932887e-01
9.000000000000001055e-03 5.299999999999999156e-02 5.111515519691486875e-02 4.882628442588398121e-01
9.000000000000001055e-03 5.399999999999999245e-02 5.041878003482591630e-02 4.768490145950093351e-01
9.000000000000001055e-03 5.499999999999999334e-02 4.971809162341901678e-02 4.656621832712974918e-01
9.000000000000001055e-03 5.599999999999999423e-02 4.907820136232812769e-02 4.546152986210482694e-01
9.000000000000001055e-03 5.699999999999999512e-02 4.840741252796219168e-02 4.437139314540485824e-01
9.000000000000001055e-03 5.799999999999999600e-02 4.770797351400245939e-02 4.329648519342447210e-01
9.000000000000001055e-03 5.899999999999999689e-02 4.697493024373888132e-02 4.223749156818055184e-01
9.000000000000001055e-03 5.999999999999999778e-02 4.609310903742542403e-02 4.119520651760507080e-01
9.000000000000001055e-03 6.099999999999999867e-02 4.522595132035668597e-02 4.017898205403742651e-01
9.000000000000001055e-03 6.199999999999999956e-02 4.443319428053524311e-02 3.918037979661346260e-01
9.000000000000001055e-03 6.300000000000000044e-02 4.362969950899052429e-02 3.819951873982770363e-01
9.000000000000001055e-03 6.400000000000000133e-02 4.281762592141923757e-02 3.723662583031376316e-01
9.000000000000001055e-03 6.500000000000000222e-02 4.199100853961002661e-02 3.629193888742392460e-01
9.000000000000001055e-03 6.600000000000000311e-02 4.108420894959510100e-02 3.536575561759912056e-01
9.000000000000001055e-03 6.700000000000000400e-02 4.019661238896567873e-02 3.446339538412604986e-01
9.000000000000001055e-03 6.800000000000000488e-02 3.935967513004339641e-02 3.357974166516706216e-01
9.000000000000001055e-03 6.900000000000000577e-02 3.852311008903062245e-02 3.271469297761000483e-01
9.000000000000001055e-03 7.000000000000000666e-02 3.768794808359066800e-02 3.186821843983613789e-01
9.000000000000001055e-03 7.100000000000000755e-02 3.685520077369830449e-02 3.104028799304521802e-01
9.000000000000001055e-03 7.200000000000000844e-02 3.596802106283760597e-02 3.023091859917134694e-01
9.000000000000001055e-03 7.300000000000000933e-02 3.510681845804364959e-02 2.944383411253597149e-01
9.000000000000001055e-03 7.400000000000001021e-02 3.429001934120150946e-02 2.867505365098596548e-01
9.000000000000001055e-03 7.500000000000001110e-02 3.348301276679129662e-02 2.792430569503139282e-01
9.000000000000001055e-03 7.600000000000001199e-02 3.268759579519190522e-02 2.719136115486187055e-01
9.000000000000001055e-03 7.700000000000001288e-02 3.190245794149263597e-02 2.647599601828830029e-01
9.000000000000001055e-03 7.800000000000001377e-02 3.111347474820810172e-02 2.577799795864067489e-01
9.000000000000001055e-03 7.900000000000001465e-02 3.034131991058534178e-02 2.509798579696860821e-01
9.000000000000001055e-03 8.000000000000001554e-02 2.958937768300471186e-02 2.443484553269124060e-01
9.000000000000001055e-03 8.100000000000001643e-02 2.884780120494882805e-02 2.378829442156777385e-01
9.000000000000001055e-03 8.200000000000001732e-02 2.811912784352814387e-02 2.315806601545133403e-01
9.000000000000001055e-03 8.300000000000001821e-02 2.740428627594457961e-02 2.254388931490705350e-01
9.000000000000001055e-03 8.400000000000001910e-02 2.668292429549410857e-02 2.194550972273103528e-01
9.000000000000001055e-03 8.500000000000001998e-02 2.598359113846042748e-02 2.136371801284566163e-01
9.000000000000001055e-03 8.600000000000002087e-02 2.530732617518234237e-02 2.079712937223018310e-01
9.000000000000001055e-03 8.700000000000002176e-02 2.464494090424481157e-02 2.024540733327913622e-01
9.000000000000001055e-03 8.800000000000002265e-02 2.399796209035726449e-02 1.970822728947504432e-01
9.000000000000001055e-03 8.900000000000002354e-02 2.336643370577446907e-02 1.918526508616035242e-01
9.000000000000001055e-03 9.000000000000002442e-02 2.275483153973548167e-02 1.867618990307126081e-01
9.000000000000001055e-03 9.100000000000002531e-02 2.215609201524854771e-02 1.818015038703658659e-01
9.000000000000001055e-03 9.200000000000002620e-02 2.156615914372525186e-02 1.769737798435390419e-01
9.000000000000001055e-03 9.300000000000002709e-02 2.098767288234697215e-02 1.722758329662613386e-01
9.000000000000001055e-03 9.400000000000002798e-02 2.042408397581622556e-02 1.677046774046102862e-01
9.000000000000001055e-03 9.500000000000002887e-02 1.987331219445006431e-02 1.632573586003476518e-01
9.000000000000001055e-03 9.600000000000002975e-02 1.934185300549156120e-02 1.589308739744211829e-01
9.000000000000001055e-03 9.700000000000003064e-02 1.881881457074239053e-02 1.547191050180079797e-01
9.000000000000001055e-03 9.800000000000003153e-02 1.830788244083588617e-02 1.506224098681252788e-01
9.000000000000001055e-03 9.900000000000003242e-02 1.780973471240250225e-02 1.466380039402332969e-01
9.000000000000001055e-03 1.000000000000000333e-01 1.732407583351027597e-02 1.427630770571713947e-01
9.000000000000001055e-03 1.010000000000000342e-01 1.685162152854884077e-02 1.389948626280279598e-01
9.000000000000001055e-03 1.020000000000000351e-01 1.639841638663867840e-02 1.353304637820099410e-01
9.000000000000001055e-03 1.030000000000000360e-01 1.595341215198614951e-02 1.317621078862620254e-01
9.000000000000001055e-03 1.040000000000000369e-01 1.551568600473337937e-02 1.282921633721829657e-01
9.000000000000001055e-03 1.050000000000000377e-01 1.508942334074497328e-02 1.249182550382387513e-01
9.000000000000001055e-03 1.060000000000000386e-01 1.467462792893808009e-02 1.216377872477527738e-01
9.000000000000001055e-03 1.070000000000000395e-01 1.427095027268680295e-02 1.184482006149112643e-01
9.000000000000001055e-03 1.080000000000000404e-01 1.389306612499432818e-02 1.153468425691197285e-01
9.000000000000001055e-03 1.090000000000000413e-01 1.351897203605431294e-02 1.123222376213926094e-01
9.000000000000001055e-03 1.100000000000000422e-01 1.314728462839907797e-02 1.093811636242953134e-01
9.000000000000001055e-03 1.110000000000000431e-01 1.278428670571769496e-02 1.065217732836337139e-01
9.000000000000001055e-03 1.119999999999999885e-01 1.243033073834842912e-02 1.037418998948732157e-01
9.000000000000001055e-03 1.129999999999999893e-01 1.208681465350678469e-02 1.010394775003755630e-01
9.000000000000001055e-03 1.139999999999999902e-01 1.175373837109522195e-02 9.841240100215507824e-02
9.000000000000001055e-03 1.149999999999999911e-01 1.142861167989093867e-02 9.585821563045339444e-02
9.000000000000001055e-03 1.159999999999999920e-01 1.111209218525545210e-02 9.337518851216639049e-02
9.000000000000001055e-03 1.169999999999999929e-01 1.080696976379633828e-02 9.096132600146142333e-02
9.000000000000001055e-03 1.179999999999999938e-01 1.050835507697567457e-02 8.861454788731576437e-02
9.000000000000001055e-03 1.189999999999999947e-01 1.022079080970443934e-02 8.633276113636245697e-02
9.000000000000001055e-03 1.199999999999999956e-01 9.960350191006016318e-03 8.411378717186049347e-02
9.000000000000001055e-03 1.209999999999999964e-01 9.697661333473106549e-03 8.194453651760917612e-02
9.000000000000001055e-03 1.219999999999999973e-01 9.433825217044101291e-03 7.983448407280201164e-02
9.000000000000001055e-03 1.229999999999999982e-01 9.176733743246894004e-03 7.778234057973691662e-02
9.000000000000001055e-03 1.239999999999999991e-01 8.926389199299214136e-03 7.578656812088080397e-02
9.000000000000001055e-03 1.250000000000000000e-01 8.682826548754161294e-03 7.384566736175299240e-02
9.000000000000001055e-03 1.260000000000000009e-01 8.447897713191380303e-03 7.195812430253299696e-02
9.000000000000001055e-03 1.270000000000000018e-01 8.218660644312427224e-03 7.012117809084608688e-02
9.000000000000001055e-03 1.280000000000000027e-01 7.994866082194360471e-03 6.833462398285351791e-02
9.000000000000001055e-03 1.290000000000000036e-01 7.777523293976505193e-03 6.659710910819238716e-02
9.000000000000001055e-03 1.300000000000000044e-01 7.566634252261162513e-03 6.490716647952396445e-02
9.000000000000001055e-03 1.310000000000000053e-01 7.362164014591692472e-03 6.326336250068463618e-02
9.000000000000001055e-03 1.320000000000000062e-01 7.173127636443139138e-03 6.166419875408429840e-02
9.000000000000001055e-03 1.330000000000000071e-01 6.984780294679289979e-03 6.010282849303900943e-02
9.000000000000001055e-03 1.340000000000000080e-01 6.797823811074961246e-03 5.858348278190226438e-02
9.000000000000001055e-03 1.350000000000000089e-01 6.616063355485814548e-03 5.710512547264673389e-02
9.000000000000001055e-03 1.360000000000000098e-01 6.439430728077583793e-03 5.566657583060393572e-02
9.000000000000001055e-03 1.370000000000000107e-01 6.268170480117365127e-03 5.426667629452512631e-02
9.000000000000001055e-03 1.380000000000000115e-01 6.107873323504301247e-03 5.290423144040827530e-02
9.000000000000001055e-03 1.390000000000000124e-01 5.948967165019818440e-03 5.157448903041855770e-02
9.000000000000001055e-03 1.400000000000000133e-01 5.791910011692878377e-03 5.028005502340637811e-02
9.000000000000001055e-03 1.410000000000000142e-01 5.639284639928264509e-03 4.902004513217266685e-02
9.000000000000001055e-03 1.420000000000000151e-01 5.490952718101607156e-03 4.779347036643442903e-02
9.000000000000001055e-03 1.430000000000000160e-01 5.347158789895710765e-03 4.659935861281960801e-02
9.000000000000001055e-03 1.440000000000000169e-01 5.211886253330593258e-03 4.543671190708518937e-02
9.000000000000001055e-03 1.450000000000000178e-01 5.077655580767730277e-03 4.430194654398621895e-02
9.000000000000001055e-03 1.460000000000000187e-01 4.946411157175032054e-03 4.319684034635271064e-02
9.000000000000001055e-03 1.470000000000000195e-01 4.818351646442411984e-03 4.212059987130946370e-02
9.000000000000001055e-03 1.480000000000000204e-01 4.694226509417414629e-03 4.107237748596445637e-02
9.000000000000001055e-03 1.490000000000000213e-01 4.573686296664729659e-03 4.005133943557423470e-02
9.000000000000001055e-03 1.500000000000000222e-01 4.461902430892902317e-03 3.905661664673702044e-02
9.000000000000001055e-03 1.510000000000000231e-01 4.350099001098294699e-03 3.808445071468816862e-02
9.000000000000001055e-03 1.520000000000000240e-01 4.240296826783918407e-03 3.713707933456210364e-02
9.000000000000001055e-03 1.530000000000000249e-01 4.133211359009745026e-03 3.621385951427236183e-02
9.000000000000001055e-03 1.540000000000000258e-01 4.029105262107461442e-03 3.531409772232189936e-02
9.000000000000001055e-03 1.550000000000000266e-01 3.928293001083041878e-03 3.443710751641250456e-02
9.000000000000001055e-03 1.560000000000000275e-01 3.834128977520892372e-03 3.358217923154539070e-02
9.000000000000001055e-03 1.570000000000000284e-01 3.740141405017397436e-03 3.274640631813075659e-02
9.000000000000001055e-03 1.580000000000000293e-01 3.648018479057788064e-03 3.193143945544742873e-02
9.000000000000001055e-03 1.590000000000000302e-01 3.558051122445378932e-03 3.113673929041788427e-02
9.000000000000001055e-03 1.600000000000000311e-01 3.470759927160646779e-03 3.036172675548808042e-02
9.000000000000001055e-03 1.610000000000000320e-01 3.386005098555963828e-03 2.960583044009528278e-02
9.000000000000001055e-03 1.620000000000000329e-01 3.306442239991488202e-03 2.886846275593250855e-02
9.000000000000001055e-03 1.630000000000000338e-01 3.227197741987675953e-03 2.814753976191871829e-02
9.000000000000001055e-03 1.640000000000000346e-01 3.150035211877499301e-03 2.744407823307875097e-02
9.000000000000001055e-03 1.650000000000000355e-01 3.074623215070809105e-03 2.675761033983344375e-02
9.000000000000001055e-03 1.660000000000000364e-01 3.001573297702203168e-03 2.608763535132376660e-02
9.000000000000001055e-03 1.670000000000000373e-01 2.930675781128557443e-03 2.543365872801422664e-02
9.000000000000001055e-03 1.680000000000000382e-01 2.865180278373690576e-03 2.479516811269069296e-02
9.000000000000001055e-03 1.690000000000000391e-01 2.799341264295205408e-03 2.416982898482649550e-02
9.000000000000001055e-03 1.700000000000000400e-01 2.734731437122970860e-03 2.355908189089588045e-02
9.000000000000001055e-03 1.710000000000000409e-01 2.671731750406468840e-03 2.296255248118533182e-02
9.000000000000001055e-03 1.720000000000000417e-01 2.610425041081809814e-03 2.237983621836687684e-02
9.000000000000001055e-03 1.730000000000000426e-01 2.550986016512193401e-03 2.181053437699745357e-02
9.000000000000001055e-03 1.740000000000000435e-01 2.494637636191341431e-03 2.125423798050280963e-02
9.000000000000001055e-03 1.750000000000000444e-01 2.438864388036420059e-03 2.070976339994085036e-02
9.000000000000001055e-03 1.760000000000000453e-01 2.384807556053746523e-03 2.017753510585593851e-02
9.000000000000001055e-03 1.769999999999999907e-01 2.332038861630283434e-03 1.965720867499012869e-02
9.000000000000001055e-03 1.779999999999999916e-01 2.280887584199274998e-03 1.914841869238378610e-02
9.000000000000001055e-03 1.789999999999999925e-01 2.231458539654718447e-03 1.865080589216679477e-02
9.000000000000001055e-03 1.799999999999999933e-01 2.186127777663924958e-03 1.816399602387418558e-02
9.000000000000001055e-03 1.809999999999999942e-01 2.140533185638628620e-03 1.768615458683813618e-02
9.000000000000001055e-03 1.819999999999999951e-01 2.095413127315080316e-03 1.721848155617179341e-02
9.000000000000001055e-03 1.829999999999999960e-01 2.051571609032567297e-03 1.676069853131564868e-02
9.000000000000001055e-03 1.839999999999999969e-01 2.008938742746311113e-03 1.631252211803078597e-02
9.000000000000001055e-03 1.849999999999999978e-01 1.967689247605269517e-03 1.587366868426264704e-02
9.000000000000001055e-03 1.859999999999999987e-01 1.928766545374150081e-03 1.544384483195182685e-02
9.000000000000001055e-03 1.869999999999999996e-01 1.890343259783757064e-03 1.502206455665963496e-02
9.000000000000001055e-03 1.880000000000000004e-01 1.852547812172614279e-03 1.460879031492705489e-02
9.000000000000001055e-03 1.890000000000000013e-01 1.816009481519079974e-03 1.420377224194434122e-02
9.000000000000001055e-03 1.900000000000000022e-01 1.780483657956856555e-03 1.380676513565313665e-02
9.000000000000001055e-03 1.910000000000000031e-01 1.746180003432049955e-03 1.341751915757929785e-02
9.000000000000001055e-03 1.920000000000000040e-01 1.713482864119808156e-03 1.303578264269535623e-02
9.000000000000001055e-03 1.930000000000000049e-01 1.681515433420913922e-03 1.266096694979449572e-02
9.000000000000001055e-03 1.940000000000000058e-01 1.650413372103346496e-03 1.229318847511219441e-02
9.000000000000001055e-03 1.950000000000000067e-01 1.620176943089302480e-03 1.193221341710245555e-02
9.000000000000001055e-03 1.960000000000000075e-01 1.591260417119645405e-03 1.157780835298529570e-02
9.000000000000001055e-03 1.970000000000000084e-01 1.563244467701791884e-03 1.122974446806396243e-02
9.000000000000001055e-03 1.980000000000000093e-01 1.538330434886419056e-03 1.088777679803110479e-02
9.000000000000001055e-03 1.990000000000000102e-01 1.512922616872834376e-03 1.055048546328471448e-02
9.000000000000001055e-03 2.000000000000000111e-01 1.487582809026037449e-03 1.021889673546821399e-02
9.000000000000001055e-03 2.010000000000000120e-01 1.463010045199974671e-03 9.892844031074479391e-03
9.000000000000001055e-03 2.020000000000000129e-01 1.439309151401564624e-03 9.572157498360401098e-03
9.000000000000001055e-03 2.030000000000000138e-01 1.416270463735796580e-03 9.256668193913023673e-03
9.000000000000001055e-03 2.040000000000000147e-01 1.393824106329408707e-03 8.946204676663507480e-03
9.000000000000001055e-03 2.050000000000000155e-01 1.372332053625273038e-03 8.640700857934243903e-03
9.000000000000001055e-03 2.060000000000000164e-01 1.351680479756568742e-03 8.339881662025257908e-03
