          R           Z          Er          Ez           H 
 0.000e+00 -6.599e-01  0.000e+00  0.000e+00 -0.000e+00 
 0.000e+00 -6.533e-01  0.000e+00  1.377e-04 -0.000e+00 
 0.000e+00 -6.467e-01  0.000e+00  2.790e-04 -0.000e+00 
 0.000e+00 -6.401e-01  0.000e+00  4.239e-04 -0.000e+00 
 0.000e+00 -6.335e-01  0.000e+00  5.771e-04 -0.000e+00 
 0.000e+00 -6.269e-01  0.000e+00  7.418e-04 -0.000e+00 
 0.000e+00 -6.203e-01  0.000e+00  9.179e-04 -0.000e+00 
 0.000e+00 -6.137e-01  0.000e+00  1.112e-03 -0.000e+00 
 0.000e+00 -6.071e-01  0.000e+00  1.328e-03 -0.000e+00 
 0.000e+00 -6.005e-01  0.000e+00  1.564e-03 -0.000e+00 
 0.000e+00 -5.939e-01  0.000e+00  1.832e-03 -0.000e+00 
 0.000e+00 -5.873e-01  0.000e+00  2.134e-03 -0.000e+00 
 0.000e+00 -5.807e-01  0.000e+00  2.470e-03 -0.000e+00 
 0.000e+00 -5.741e-01  0.000e+00  2.855e-03 -0.000e+00 
 0.000e+00 -5.675e-01  0.000e+00  3.291e-03 -0.000e+00 
 0.000e+00 -5.609e-01  0.000e+00  3.786e-03 -0.000e+00 
 0.000e+00 -5.543e-01  0.000e+00  4.352e-03 -0.000e+00 
 0.000e+00 -5.477e-01  0.000e+00  4.991e-03 -0.000e+00 
 0.000e+00 -5.411e-01  0.000e+00  5.728e-03 -0.000e+00 
 0.000e+00 -5.345e-01  0.000e+00  6.568e-03 -0.000e+00 
 0.000e+00 -5.279e-01  0.000e+00  7.521e-03 -0.000e+00 
 0.000e+00 -5.213e-01  0.000e+00  8.621e-03 -0.000e+00 
 0.000e+00 -5.147e-01  0.000e+00  9.863e-03 -0.000e+00 
 0.000e+00 -5.081e-01  0.000e+00  1.130e-02 -0.000e+00 
 0.000e+00 -5.015e-01  0.000e+00  1.293e-02 -0.000e+00 
 0.000e+00 -4.949e-01  0.000e+00  1.480e-02 -0.000e+00 
 0.000e+00 -4.883e-01  0.000e+00  1.694e-02 -0.000e+00 
 0.000e+00 -4.817e-01  0.000e+00  1.937e-02 -0.000e+00 
